500 32900
0 12 37
12 14 59
14 15 73
15 25 90
25 27 14
27 34 81
34 35 86
35 57 64
57 64 2
64 77 35
77 83 49
83 139 79
139 165 85
165 169 24
169 178 8
178 183 95
183 202 58
202 212 66
212 230 2
230 231 55
231 234 66
234 244 48
244 245 60
245 246 58
246 252 78
252 256 62
256 261 4
261 271 50
271 277 45
277 280 16
280 281 54
281 311 82
311 318 55
318 333 6
333 340 64
340 357 71
357 359 96
359 360 68
360 377 37
377 382 99
382 390 49
390 398 37
398 401 60
401 417 23
417 421 73
421 426 21
426 429 16
429 432 94
432 448 84
448 461 78
461 467 25
467 482 5
482 495 44
495 499 57
23 263 41
196 283 95
101 316 64
3 177 40
254 309 78
14 325 29
326 477 8
116 431 84
191 299 32
366 394 52
37 305 90
80 283 50
138 476 81
68 168 9
183 220 46
6 59 55
76 142 24
179 207 10
398 406 44
105 199 80
385 437 66
68 249 63
39 456 53
96 466 65
169 216 56
185 237 49
54 290 29
156 214 8
90 256 18
243 419 91
85 101 30
80 247 74
170 335 88
83 338 45
220 235 17
327 389 49
338 441 3
110 128 15
225 351 77
310 455 54
81 263 72
7 486 35
153 255 65
14 80 38
307 336 19
165 358 49
6 271 78
3 389 76
70 448 70
322 328 53
87 389 9
166 325 71
311 386 85
175 258 37
36 475 65
72 98 92
295 445 26
352 428 32
292 427 41
191 454 1
4 268 24
371 477 73
380 456 9
104 174 37
405 433 26
70 228 1
18 200 21
447 463 68
170 356 69
393 420 29
100 458 40
257 437 7
20 146 19
115 352 69
199 415 12
146 368 84
370 494 13
27 341 66
221 247 69
181 397 27
240 408 85
295 416 42
70 107 67
258 454 65
230 393 49
357 440 7
394 474 65
119 324 87
343 410 35
2 376 82
68 129 29
22 197 61
85 495 63
46 229 75
220 276 21
81 496 82
57 142 44
41 306 94
72 73 43
280 355 82
138 146 22
221 409 16
87 197 34
250 348 49
107 355 38
28 318 30
67 107 23
94 152 67
135 180 48
313 487 47
180 308 52
366 417 100
282 375 36
84 459 56
192 329 20
393 425 80
78 94 44
130 451 57
84 308 43
212 259 43
63 384 15
186 496 28
271 454 12
160 330 39
76 139 38
11 310 30
428 450 48
5 159 50
91 330 15
302 357 14
63 388 97
277 450 11
337 360 12
210 491 87
176 487 12
8 93 14
380 395 73
0 57 13
426 448 57
214 485 28
176 192 96
249 358 59
106 486 84
132 350 52
14 452 12
432 477 2
252 470 57
1 361 20
28 276 67
143 461 5
375 442 86
179 354 28
50 426 40
122 340 92
35 319 57
362 397 42
149 482 57
47 282 35
124 319 75
229 383 73
403 429 20
213 285 37
337 427 16
54 266 72
72 352 55
76 343 21
120 485 81
123 215 79
115 354 97
105 158 47
93 440 93
176 260 72
228 450 64
209 475 73
98 147 65
188 393 77
184 444 12
60 265 52
169 329 20
177 372 99
380 382 79
68 449 80
121 478 99
361 422 100
111 395 53
76 487 66
173 298 4
32 104 12
154 159 17
68 263 41
205 485 55
144 301 84
137 321 93
75 368 2
421 442 51
211 241 97
56 130 27
352 358 50
1 147 68
219 241 66
127 215 13
233 327 22
422 482 72
21 272 64
69 231 97
119 272 93
303 469 11
195 251 81
95 404 6
115 377 37
228 497 46
63 353 89
123 130 14
75 288 54
56 259 98
186 318 74
0 265 75
259 356 78
249 322 18
366 390 74
26 431 30
460 480 66
326 475 26
441 482 12
327 408 77
85 486 4
166 245 61
70 218 9
404 479 15
296 338 97
189 269 36
84 190 51
165 257 45
445 490 98
115 362 82
39 131 56
74 264 31
260 381 51
49 205 4
68 121 63
138 314 100
303 410 20
430 490 97
18 174 25
167 271 65
83 328 60
285 297 23
75 136 79
65 426 36
85 488 91
94 495 24
328 483 37
281 300 36
86 172 9
94 488 2
12 223 55
365 418 66
264 357 68
58 331 42
42 153 2
203 382 52
132 267 38
415 440 38
325 380 43
8 408 29
269 334 65
36 176 12
453 462 31
430 431 24
160 311 34
122 452 27
31 59 52
380 426 62
251 462 8
42 224 87
167 325 90
211 388 17
153 220 99
139 459 39
444 493 6
185 190 67
36 168 25
1 46 33
70 194 12
261 380 54
64 157 31
284 404 26
362 375 10
69 113 5
156 171 29
397 432 97
227 315 11
113 220 1
257 276 21
324 435 59
140 229 48
60 137 10
22 253 33
354 490 95
435 481 67
158 202 74
150 235 27
7 340 65
160 331 31
250 297 97
132 164 95
81 130 19
81 193 90
8 180 47
147 277 73
35 263 19
414 437 11
438 483 92
424 486 99
90 357 25
51 145 88
318 440 49
365 476 46
279 300 49
213 469 42
314 435 46
429 474 77
50 204 90
215 329 74
60 233 16
470 494 46
12 305 14
130 469 69
213 269 97
274 475 56
266 281 25
240 410 61
117 211 69
12 156 76
80 271 78
73 455 45
146 398 18
107 358 31
75 99 87
35 210 79
1 497 100
188 268 57
50 253 54
254 434 35
82 470 47
232 379 60
223 226 4
182 455 96
263 472 98
156 215 56
0 176 85
57 67 89
112 465 25
44 52 33
14 300 73
22 31 69
162 368 55
397 403 36
219 373 99
254 395 31
61 473 24
356 387 15
1 69 17
393 487 63
288 305 20
33 151 99
230 487 18
413 417 88
240 386 42
2 299 57
77 310 18
51 316 27
316 375 28
23 87 71
67 419 90
63 270 92
234 402 92
87 308 83
86 293 9
155 379 53
152 268 85
54 389 10
196 282 49
273 360 16
61 461 92
274 466 54
222 304 53
72 415 73
146 350 1
14 413 1
38 326 37
159 359 78
353 465 45
153 163 65
131 313 21
177 322 63
372 406 7
82 410 44
67 106 23
308 450 34
210 239 42
432 481 30
102 497 43
182 365 98
187 475 70
70 129 58
131 489 50
291 336 48
30 421 91
112 228 68
211 448 75
3 94 23
189 229 99
6 199 33
275 365 82
264 465 49
135 161 39
279 445 28
14 242 12
101 136 21
131 417 70
8 9 29
70 450 43
317 443 46
172 437 84
5 299 66
99 324 27
215 337 97
65 356 65
191 409 13
208 378 99
151 216 1
425 496 77
183 248 41
225 489 74
78 241 61
68 253 42
11 445 65
244 345 17
28 445 66
56 95 79
255 300 68
28 247 78
131 193 64
133 185 29
155 285 84
29 371 7
192 471 75
69 187 66
81 144 17
15 404 47
311 437 61
68 405 29
52 59 36
78 105 48
172 477 77
182 477 32
349 400 50
244 348 83
20 337 61
56 395 52
12 385 19
100 382 76
52 184 86
164 369 88
214 451 73
51 183 97
105 226 48
248 471 79
294 472 100
468 493 65
67 313 34
46 423 60
218 383 85
206 299 63
57 280 24
452 477 14
231 449 91
65 209 65
12 19 57
75 233 12
175 410 70
265 405 31
196 258 74
21 156 35
130 193 59
106 383 57
76 374 61
291 374 87
94 96 14
38 341 17
77 207 83
18 170 22
76 482 32
18 467 38
177 284 79
323 350 99
176 197 93
2 108 49
5 92 31
84 109 37
104 427 30
292 487 19
225 234 79
169 396 62
62 341 75
70 460 34
171 194 91
296 300 28
187 319 63
219 324 21
100 138 64
469 476 20
4 70 40
238 441 12
298 481 23
45 123 46
187 362 59
300 321 14
301 304 10
464 480 11
269 344 25
174 341 1
76 106 67
221 451 84
337 475 11
430 452 2
325 443 69
26 334 19
29 177 49
74 433 47
271 478 20
66 414 58
75 138 80
136 479 70
51 394 45
264 479 63
38 432 73
11 414 23
1 342 57
47 313 98
11 136 73
195 328 88
198 341 100
22 442 2
19 443 48
129 239 41
112 433 89
6 51 36
3 222 21
125 270 92
29 251 15
104 378 16
87 195 40
203 271 69
24 163 43
73 432 44
89 382 11
92 391 10
47 230 90
221 478 58
255 382 9
163 256 23
12 367 59
79 485 20
195 248 85
34 354 93
226 334 29
25 447 29
51 497 8
203 477 42
126 171 98
281 399 22
92 412 66
268 278 18
163 264 51
245 292 87
82 250 94
390 404 52
263 286 99
65 79 41
44 414 52
81 294 35
213 268 72
310 334 43
281 308 93
478 498 26
45 298 4
406 415 32
450 491 100
200 317 44
470 489 68
252 333 86
128 474 92
214 476 65
89 370 53
74 450 21
270 408 34
187 189 86
348 413 14
143 145 96
143 386 53
410 489 60
210 485 79
60 93 67
58 141 30
302 340 32
285 398 41
86 119 83
42 401 86
5 467 78
203 309 19
84 119 53
247 454 14
285 465 65
343 379 38
149 233 91
55 343 45
19 316 44
105 466 53
41 88 97
291 420 46
78 296 1
17 458 60
193 351 34
449 464 5
248 456 20
292 363 45
109 449 48
346 484 2
370 429 18
199 325 70
233 416 2
329 339 29
361 458 27
259 307 91
2 314 21
130 305 9
47 169 75
148 301 86
97 358 13
54 398 94
43 272 98
276 291 14
36 331 37
80 259 38
194 342 37
21 432 47
281 341 7
131 359 55
237 335 25
67 463 85
260 414 91
36 368 52
356 450 38
13 349 3
12 86 55
225 456 80
154 474 51
16 353 37
163 452 71
104 204 40
210 482 35
300 468 75
54 359 47
423 424 46
211 421 48
243 281 73
172 349 86
215 435 72
118 134 86
320 461 98
18 464 75
192 342 74
278 492 93
366 490 19
129 453 35
75 337 5
486 489 6
121 283 54
232 432 59
272 468 20
270 370 33
60 226 13
359 492 73
55 171 12
0 269 13
139 447 75
327 390 43
179 463 75
38 320 72
86 338 63
208 419 13
120 303 9
199 361 17
372 432 10
94 165 69
84 317 74
1 355 17
171 239 18
435 454 80
37 372 14
87 408 68
43 304 30
77 189 12
47 340 91
242 277 67
68 491 95
265 457 17
10 113 78
18 400 41
26 354 55
45 290 20
141 158 30
40 269 63
243 351 16
102 420 67
116 333 22
153 453 72
67 212 87
185 345 83
74 348 79
305 397 12
455 461 90
209 485 26
22 355 11
55 324 67
324 438 91
116 458 54
235 482 14
31 158 81
62 75 68
5 59 78
84 217 46
39 370 50
211 475 13
161 182 38
17 382 91
22 88 7
277 432 10
248 263 61
179 338 44
25 478 25
72 216 89
356 443 36
292 471 94
226 388 96
220 403 24
38 461 61
133 248 14
11 85 29
54 85 72
160 348 44
255 410 12
400 428 80
7 42 64
26 325 10
94 163 29
102 330 93
54 189 58
4 424 53
22 33 82
208 274 39
145 411 84
4 472 40
216 451 55
108 363 98
27 129 73
199 249 28
340 425 75
336 455 23
148 446 26
143 163 90
74 181 7
181 303 83
279 315 46
125 140 47
54 482 80
165 482 17
75 336 14
2 489 46
39 435 57
146 364 94
136 277 10
211 283 89
311 487 70
92 290 65
58 324 25
282 370 16
285 476 33
164 336 48
149 492 100
156 270 21
44 268 62
6 494 64
67 167 84
231 338 58
236 496 94
92 159 72
107 211 41
253 366 31
237 389 90
350 355 52
246 438 13
38 325 3
195 486 31
45 473 78
297 430 69
63 74 50
246 282 41
52 344 59
355 365 6
161 446 57
70 171 60
268 369 2
333 496 92
154 369 10
140 371 97
291 446 71
313 330 40
164 184 34
14 175 94
96 270 16
98 444 44
77 407 79
11 218 12
187 263 5
279 284 69
50 71 35
345 451 36
391 474 12
35 284 77
417 442 73
241 263 45
208 466 44
124 305 49
130 134 45
3 182 56
272 357 41
164 307 5
343 491 68
45 107 66
398 438 19
7 158 80
413 477 57
64 68 31
300 348 100
80 414 33
319 447 43
38 377 89
120 148 93
49 286 21
135 443 8
9 157 80
378 397 97
250 364 100
38 170 53
171 419 80
348 450 7
109 152 71
451 473 26
291 414 81
269 427 23
29 210 6
297 440 26
237 395 51
300 328 32
420 435 90
59 348 62
274 333 72
321 447 23
329 350 3
101 184 13
93 388 43
206 275 89
217 453 78
149 393 62
61 143 70
262 400 87
87 304 63
300 382 79
41 488 50
82 293 99
334 453 65
194 402 62
453 474 26
110 491 65
243 402 25
53 476 67
173 313 25
167 418 21
189 467 17
181 380 8
72 173 50
94 428 66
206 282 94
404 458 4
336 462 27
315 390 94
127 411 100
2 231 78
29 225 63
185 298 36
12 324 79
136 193 82
92 395 72
356 428 100
142 347 16
366 369 66
251 321 56
202 406 34
313 415 54
7 74 100
311 381 98
52 414 53
215 494 79
175 455 2
68 216 1
239 268 40
201 455 70
76 485 6
270 422 14
270 315 12
181 230 60
39 242 5
19 84 39
259 488 40
338 354 57
104 126 34
75 486 4
265 451 56
21 178 4
376 422 67
133 232 63
401 456 99
29 319 91
288 390 84
263 338 57
112 282 1
352 466 76
77 140 19
396 412 92
39 84 97
10 462 63
7 145 83
83 298 54
83 382 24
15 470 52
151 401 86
74 447 63
307 436 45
11 400 72
295 407 54
174 383 95
38 262 40
30 137 80
194 458 77
316 397 17
25 70 35
350 466 5
239 416 70
231 446 50
41 472 71
83 266 45
386 426 98
43 234 34
30 266 36
272 360 51
202 227 96
18 166 44
322 498 4
92 286 28
205 442 18
177 312 6
184 261 16
2 411 68
266 457 22
258 476 11
68 471 99
185 257 80
81 93 95
272 431 45
96 263 45
325 472 37
50 393 34
360 490 59
206 423 74
204 246 51
64 332 28
380 459 64
20 193 91
157 187 73
151 403 90
127 246 49
49 212 44
205 320 46
264 350 79
358 447 30
72 197 23
132 156 31
317 496 97
0 497 87
151 255 54
189 405 64
315 319 43
219 437 2
44 455 83
292 305 77
41 102 62
203 430 62
269 407 46
45 258 90
132 398 53
13 268 70
173 441 54
405 427 15
175 204 80
351 490 32
64 344 17
141 268 1
36 203 92
270 416 85
107 417 95
189 356 100
40 210 35
192 236 37
107 226 51
164 465 31
206 409 24
249 309 75
56 287 29
350 425 95
233 290 74
203 458 19
29 300 47
255 265 74
462 466 50
248 285 90
269 489 56
230 338 91
28 195 37
376 444 40
22 314 7
286 482 69
59 444 14
168 295 11
152 155 37
261 393 22
262 364 62
157 368 30
202 450 53
66 181 6
133 150 26
149 367 93
37 227 68
234 467 66
242 339 3
165 420 62
84 224 88
119 394 19
162 405 94
226 296 82
423 435 79
327 368 77
27 61 47
148 348 1
360 420 51
271 416 27
109 297 2
289 449 96
139 164 88
90 215 36
355 482 34
278 391 27
431 433 98
93 341 73
156 201 20
135 255 60
5 378 74
261 405 15
181 223 11
165 302 19
83 299 45
6 482 64
106 170 60
72 96 54
126 156 18
436 443 62
71 479 51
142 348 57
444 467 1
133 281 15
24 191 29
100 267 45
311 460 91
249 460 1
116 373 82
373 472 51
70 451 87
1 482 29
78 134 75
201 238 98
28 462 30
263 385 28
93 392 40
207 230 34
87 241 44
49 168 56
456 468 68
152 393 87
118 264 81
25 39 64
74 263 50
252 378 29
239 307 64
269 417 24
284 455 48
32 68 64
294 340 80
41 271 13
63 292 94
187 476 30
112 346 55
250 432 33
94 156 82
169 303 79
305 324 90
315 366 55
14 210 89
177 389 71
462 495 65
66 311 26
24 48 54
127 281 85
83 352 35
102 280 92
3 240 86
12 125 1
82 289 25
232 411 91
114 463 96
127 345 62
125 414 73
50 60 39
256 400 17
89 123 10
332 445 41
145 357 42
136 235 17
285 372 53
219 421 58
107 201 10
407 416 91
30 444 37
79 103 34
163 311 53
76 460 50
354 420 100
117 248 47
53 429 36
136 416 76
443 476 12
399 405 47
36 323 21
74 217 32
227 485 80
63 417 78
47 303 67
162 196 100
214 301 14
164 229 79
174 192 81
245 443 62
139 450 56
166 354 41
102 111 13
402 481 9
69 319 11
111 260 45
314 455 72
271 390 50
98 411 66
224 317 30
358 392 44
37 498 79
108 216 43
79 224 20
121 489 31
208 329 18
37 371 4
65 169 87
428 448 88
355 464 83
172 493 89
112 293 53
83 200 31
347 385 12
125 436 75
37 172 16
410 412 28
107 156 95
100 309 30
223 398 37
100 109 14
352 421 33
379 403 20
99 149 57
64 93 64
23 139 69
32 291 28
49 324 89
193 497 12
152 430 45
225 444 89
236 431 63
422 477 79
374 480 53
169 487 49
45 447 81
51 418 43
13 44 40
283 403 18
264 494 86
65 393 30
296 428 24
171 408 13
215 492 66
2 361 83
404 428 87
395 444 47
367 468 26
306 371 19
94 113 47
233 483 24
220 299 71
46 351 59
422 470 41
41 199 95
178 495 52
212 375 34
42 167 12
196 217 56
62 250 89
27 77 49
113 495 80
295 305 56
87 191 56
66 298 99
138 272 23
321 423 84
35 441 23
107 166 72
28 197 49
258 316 16
375 397 81
174 401 50
1 131 94
65 135 52
218 479 74
196 455 5
52 124 67
97 479 82
25 212 64
115 359 28
74 238 82
396 458 7
285 425 1
134 300 63
275 292 99
13 377 6
379 490 46
281 324 8
93 139 92
223 317 50
83 171 100
38 411 70
148 305 1
67 113 71
117 147 45
379 479 25
80 361 23
89 230 74
3 134 30
116 284 62
35 235 34
27 402 20
100 342 1
35 234 85
221 245 90
339 457 33
3 288 85
322 408 92
250 276 88
25 498 28
54 434 1
358 376 31
17 383 99
440 496 81
292 468 81
139 217 61
90 305 83
66 85 97
415 479 45
92 495 96
302 334 79
238 282 46
99 409 84
366 391 24
18 376 71
11 38 27
98 155 83
259 461 80
141 349 56
259 322 12
114 213 53
254 313 94
86 256 29
121 288 40
117 499 32
156 357 44
21 135 11
88 376 25
62 420 36
80 405 43
171 433 55
91 298 2
145 320 69
12 15 82
303 491 99
205 329 81
272 306 70
66 232 87
173 295 1
19 64 58
2 70 71
157 294 58
135 218 61
121 313 16
253 474 71
69 417 96
55 268 1
373 486 95
227 282 17
106 237 7
405 420 81
1 347 82
175 279 6
193 284 49
274 344 69
217 226 26
200 216 47
242 496 39
1 232 45
321 412 46
257 265 4
139 251 68
462 497 33
231 304 7
232 458 26
266 303 87
273 281 60
190 413 42
6 349 36
89 100 10
153 334 74
75 290 85
123 255 24
25 168 1
378 407 62
390 427 94
165 409 87
151 200 96
350 396 9
203 411 45
244 498 88
44 81 80
371 435 36
40 449 91
259 309 68
247 261 74
11 294 16
207 466 6
436 480 89
35 181 15
317 466 24
56 89 68
136 463 32
263 272 88
81 262 59
466 478 66
317 497 18
325 439 42
338 472 76
60 329 71
78 181 100
406 419 88
159 185 1
54 87 92
147 152 95
137 281 29
424 426 10
136 326 95
314 387 20
143 279 82
67 403 82
19 42 13
113 472 59
192 405 24
59 349 95
85 392 53
50 401 16
32 51 80
181 195 52
174 497 19
74 91 95
60 332 8
245 428 64
89 215 59
38 435 72
1 253 100
73 337 83
33 422 11
447 454 1
216 258 15
324 393 78
407 446 38
69 171 87
46 435 98
382 465 65
138 166 8
11 251 52
79 242 98
104 160 37
105 191 22
133 477 5
169 194 70
168 251 55
171 256 16
142 328 53
239 271 98
15 304 73
99 404 97
22 466 69
39 133 69
166 365 44
96 102 29
352 488 48
134 458 16
52 179 1
32 333 4
188 274 81
220 431 47
199 263 52
169 220 80
97 125 85
375 445 39
91 127 70
12 426 44
51 278 35
378 458 17
146 280 65
215 274 89
335 362 63
197 435 2
37 152 20
314 370 50
157 269 74
2 122 67
417 494 96
155 184 57
186 429 22
204 475 88
206 476 8
86 181 52
14 400 51
267 353 66
32 433 68
154 158 5
189 337 94
45 434 44
87 160 94
74 355 66
267 341 8
80 458 57
64 434 54
156 484 85
215 235 50
151 292 28
55 281 76
274 438 14
468 488 76
115 454 65
170 259 8
452 456 30
31 116 6
196 212 31
25 368 21
82 271 28
197 422 56
123 157 12
117 278 48
41 441 90
123 421 43
81 258 2
83 394 91
44 354 63
260 329 98
186 207 58
36 474 4
36 391 75
104 226 95
181 385 87
248 346 3
202 286 64
166 196 32
36 460 77
225 331 24
180 275 40
87 223 73
425 438 93
370 393 27
396 428 94
150 282 6
79 498 71
363 394 21
47 228 23
96 471 81
131 233 31
169 369 78
111 181 65
320 364 97
117 315 67
0 135 27
69 85 71
84 389 43
149 437 52
83 86 57
107 243 79
109 117 29
325 445 27
23 321 19
354 415 16
262 349 47
74 161 1
287 455 3
42 119 98
281 381 7
249 378 23
409 411 24
207 277 28
174 287 92
90 157 25
285 367 47
35 497 98
37 151 35
154 332 27
86 456 4
19 485 98
231 426 18
253 381 73
315 337 18
181 480 7
344 414 47
59 451 48
14 120 38
176 404 63
325 423 48
59 61 51
142 442 29
165 260 33
151 494 25
226 407 67
118 324 41
406 460 22
239 380 20
138 446 90
270 410 52
188 349 89
208 321 80
65 304 57
201 390 73
416 469 51
131 289 59
111 337 26
302 347 26
22 432 100
59 246 9
181 469 38
351 357 55
60 189 66
85 413 83
176 468 69
41 131 92
123 144 86
34 364 87
85 196 7
6 267 93
72 135 94
223 432 94
97 483 40
248 359 24
25 179 43
64 110 44
7 58 63
110 149 36
203 262 63
23 83 98
22 290 29
360 386 6
266 420 31
314 381 37
295 352 53
39 436 5
125 291 75
36 273 34
186 278 32
168 396 55
256 386 59
182 354 15
79 461 99
97 378 43
45 184 65
279 443 81
243 342 9
405 416 16
41 230 80
254 424 45
238 465 73
29 258 41
56 337 75
54 289 19
131 260 18
100 430 38
171 367 45
59 422 62
394 492 88
450 453 11
326 330 45
132 329 43
66 196 99
310 385 39
46 76 72
20 169 37
274 467 43
270 488 40
34 350 47
207 278 68
113 479 52
426 474 52
173 333 44
415 474 78
77 206 59
299 370 21
81 307 15
210 278 74
268 356 73
256 287 39
241 458 38
133 474 95
217 433 69
17 212 73
231 439 61
119 349 36
191 194 49
63 82 79
90 125 71
29 498 15
8 427 36
6 415 84
353 440 34
43 493 49
102 488 54
15 110 65
44 130 44
85 278 4
140 446 52
429 497 89
