400 300
0 247 1
0 326 1
0 219 1
0 98 1
0 49 1
0 181 1
0 160 1
0 53 1
0 150 1
0 140 1
0 392 1
0 5 1
0 341 1
0 146 1
0 245 1
0 269 1
0 323 1
0 222 1
0 320 1
0 246 1
297 399 1
175 399 1
134 399 1
285 399 1
375 399 1
287 399 1
239 399 1
39 399 1
250 399 1
38 399 1
327 399 1
240 399 1
130 399 1
231 399 1
69 399 1
257 399 1
61 399 1
80 399 1
226 399 1
104 399 1
143 73 73
75 74 52
196 201 38
54 33 92
399 249 40
13 329 72
330 22 75
102 276 16
200 165 68
136 207 51
24 52 15
64 242 37
262 350 64
80 265 61
290 16 6
363 79 95
179 162 37
362 323 78
112 324 71
170 5 54
324 276 83
157 177 16
78 111 76
16 224 20
222 394 81
346 331 47
164 285 48
269 152 71
65 234 99
379 111 61
317 280 8
48 254 88
26 33 51
338 38 86
341 128 18
191 84 59
375 51 14
31 75 80
116 134 71
112 358 7
232 95 24
365 186 6
284 198 13
317 168 50
62 61 5
381 149 74
111 281 90
104 41 12
285 318 100
76 294 92
394 318 49
226 192 52
254 18 81
233 270 85
316 380 16
108 203 63
318 16 62
60 378 37
91 366 16
40 268 38
330 324 44
182 129 89
192 104 4
291 393 41
192 304 90
343 309 94
98 237 94
144 174 67
375 374 89
25 361 84
221 41 64
344 52 56
40 45 96
316 393 98
257 148 99
249 199 57
369 316 19
12 286 31
7 75 94
369 283 95
164 40 44
334 88 5
319 66 28
302 59 66
126 371 69
75 329 28
124 292 67
62 394 99
282 188 10
204 209 27
48 44 14
224 178 28
394 70 36
233 94 56
213 240 19
20 249 65
232 145 81
23 9 89
296 50 17
29 24 4
91 339 74
93 131 70
312 100 63
275 242 31
36 216 89
13 144 84
232 258 29
198 88 77
346 342 85
348 333 16
210 334 31
212 137 32
83 212 30
9 305 19
247 173 30
293 343 16
93 166 94
383 48 82
345 162 27
175 30 65
171 110 83
215 195 21
322 232 15
395 163 41
212 185 5
74 247 19
18 243 10
374 200 80
187 133 46
333 40 82
71 379 57
108 180 91
179 268 97
79 63 65
163 270 75
390 304 31
390 166 66
293 369 61
302 243 34
12 166 14
78 186 74
393 329 40
331 255 84
16 259 29
122 177 73
313 338 26
72 131 95
352 195 19
315 333 61
305 33 49
394 297 81
5 109 20
144 215 36
298 290 35
335 143 56
161 375 89
365 215 10
332 398 96
182 239 70
159 336 91
234 25 56
382 110 3
212 308 59
11 132 42
194 162 8
356 70 20
280 174 39
274 308 78
86 278 72
77 296 1
278 243 31
344 357 75
261 166 1
47 316 24
227 56 65
237 371 83
138 168 51
209 6 88
268 74 69
57 31 52
73 2 1
376 263 45
310 195 29
251 360 61
23 33 86
141 230 10
352 193 31
227 68 5
169 194 89
81 109 78
159 193 28
65 385 40
45 395 85
78 138 41
301 300 31
69 237 65
290 396 73
184 326 25
237 101 38
80 221 83
149 381 26
339 304 32
163 7 78
359 297 77
330 114 72
326 282 32
157 235 14
233 249 35
81 19 74
114 27 58
42 207 43
287 195 99
361 323 66
318 300 43
174 79 64
342 166 21
34 229 51
151 57 47
167 251 74
335 175 97
286 178 87
384 315 89
169 260 80
373 95 65
109 314 27
258 286 95
139 78 16
209 335 78
245 174 88
86 223 85
16 138 42
370 245 93
49 123 23
274 349 9
193 9 67
75 380 32
161 46 9
24 281 78
398 182 9
123 282 1
342 50 37
367 303 36
109 343 81
39 31 60
15 71 53
397 25 74
221 324 72
61 248 88
99 265 85
282 165 85
395 319 79
181 276 70
83 182 35
216 338 16
33 184 10
342 68 68
345 104 52
150 133 18
234 31 72
103 65 56
