340 300
0 264 1
0 3 1
0 123 1
0 131 1
0 18 1
0 217 1
0 220 1
0 317 1
0 319 1
0 89 1
0 239 1
0 263 1
0 251 1
0 129 1
0 214 1
0 301 1
0 241 1
0 53 1
3 339 1
111 339 1
289 339 1
76 339 1
128 339 1
266 339 1
73 339 1
190 339 1
287 339 1
170 339 1
270 339 1
280 339 1
126 339 1
96 339 1
29 339 1
143 339 1
237 339 1
326 339 1
250 182 66
216 44 5
170 279 76
90 299 30
234 56 99
105 273 67
112 32 9
244 200 16
250 109 7
303 227 87
110 321 79
11 147 10
202 302 20
183 30 83
67 48 99
226 16 70
136 4 96
174 284 3
88 269 46
333 31 96
85 288 54
104 177 31
63 8 84
298 62 6
150 63 90
247 215 62
69 30 17
211 64 38
124 217 49
49 97 62
99 298 92
328 123 50
284 103 56
124 149 23
167 109 34
8 194 52
26 245 77
63 280 63
117 155 69
306 254 20
7 78 42
335 124 1
199 205 2
39 249 89
13 285 34
160 311 79
326 88 97
78 32 53
103 219 24
91 146 34
20 148 65
56 270 74
107 201 20
336 56 44
120 19 91
163 212 63
116 82 36
273 188 56
140 184 94
22 221 63
257 221 7
313 120 82
51 215 46
152 37 58
193 327 14
313 211 89
325 226 49
289 287 79
274 112 60
36 52 18
153 171 35
33 280 78
176 239 99
63 179 54
276 30 2
54 211 65
38 244 15
317 76 76
339 149 13
154 52 22
332 203 2
251 327 87
269 314 62
276 329 46
100 0 45
38 225 38
113 160 60
125 162 97
316 286 31
285 158 21
85 237 33
186 178 27
174 260 21
71 191 22
329 36 20
274 301 15
82 282 3
87 29 44
301 95 34
11 73 67
288 99 4
113 103 70
25 308 66
159 147 27
324 307 21
146 100 15
135 149 49
119 74 39
259 232 17
140 19 7
62 4 69
186 127 41
150 290 17
200 180 25
122 68 96
324 20 27
217 293 73
334 203 85
180 167 52
141 272 2
38 2 37
155 74 65
173 70 10
135 244 96
53 49 7
228 272 75
93 297 67
189 84 23
124 203 10
108 220 26
82 201 33
160 261 46
271 3 65
189 127 40
174 197 61
251 181 100
201 1 85
35 126 85
129 286 19
111 39 19
328 232 44
100 150 82
245 284 43
152 116 27
315 159 73
153 330 43
270 268 61
255 188 32
142 118 100
61 257 31
19 129 75
305 5 38
233 195 76
93 246 84
295 16 88
46 58 5
101 9 82
97 91 71
193 68 94
229 118 18
212 101 91
252 269 42
160 137 48
90 52 86
309 205 36
262 75 37
28 317 75
306 190 7
210 269 15
164 91 83
214 332 37
178 275 96
268 334 71
296 73 1
162 296 61
145 245 93
318 144 64
326 225 14
325 13 48
120 190 3
119 54 47
175 66 92
120 36 71
266 208 88
322 228 78
272 132 11
67 139 12
182 0 56
262 259 76
86 337 75
200 216 6
179 232 7
141 148 46
30 270 39
247 188 87
126 193 99
164 269 67
286 199 15
327 1 51
259 170 52
300 194 86
262 336 50
3 102 45
42 292 89
255 15 97
337 207 76
103 109 66
263 5 75
181 19 96
60 20 4
108 196 65
144 255 4
105 123 64
115 28 59
281 247 58
67 234 83
98 35 82
91 55 93
93 103 73
176 4 30
336 182 59
3 319 69
273 231 1
182 38 86
120 252 10
238 199 17
165 237 10
304 226 84
200 118 14
226 170 44
239 295 82
240 297 58
18 277 97
195 91 96
207 110 26
95 39 62
192 208 53
279 99 62
299 166 31
308 270 84
129 8 46
47 323 63
194 23 52
26 130 95
134 213 51
73 219 56
277 231 79
194 205 75
311 17 64
158 166 32
30 244 20
130 192 67
32 270 66
215 238 32
139 85 35
265 339 46
114 304 50
81 330 81
82 226 69
325 180 97
39 327 95
323 299 44
111 157 73
336 255 18
