300 300
0 174 1
0 82 1
0 75 1
0 207 1
0 107 1
0 16 1
0 177 1
0 132 1
0 222 1
0 273 1
0 102 1
0 79 1
0 226 1
0 213 1
0 4 1
0 205 1
0 233 1
54 299 1
245 299 1
115 299 1
200 299 1
248 299 1
185 299 1
86 299 1
107 299 1
287 299 1
65 299 1
247 299 1
278 299 1
147 299 1
116 299 1
56 299 1
91 299 1
1 299 1
138 37 66
25 115 65
89 187 100
102 112 97
31 95 84
257 121 68
261 279 86
171 277 66
275 207 83
48 182 85
271 78 47
26 93 4
99 127 19
116 24 90
61 17 34
137 278 67
173 4 85
262 205 10
51 296 50
147 161 51
173 64 96
144 251 21
154 96 76
88 257 38
226 114 82
207 27 58
81 86 46
185 68 43
77 242 24
86 295 92
220 245 58
156 167 46
213 293 27
167 5 2
95 51 14
286 155 93
170 43 11
263 74 75
129 136 55
252 127 68
284 156 47
133 255 24
27 270 34
6 129 17
254 27 5
76 81 26
19 133 57
47 283 81
281 130 1
12 6 97
254 111 54
163 86 97
10 193 14
93 6 72
190 194 76
182 257 27
27 155 29
274 296 70
247 124 34
124 218 50
27 227 24
279 128 71
125 113 8
239 203 3
293 76 32
280 146 80
89 260 28
147 16 93
281 163 21
121 217 52
236 30 47
205 48 33
156 33 21
279 175 8
23 182 95
110 23 17
248 213 38
17 198 78
154 56 68
280 93 90
36 72 54
49 80 89
186 97 22
27 2 32
204 231 45
152 46 60
254 147 26
254 144 26
41 128 2
67 54 2
21 283 13
271 141 77
105 96 95
31 34 22
92 277 46
247 132 25
4 164 46
173 219 22
278 272 6
293 13 22
75 156 77
206 41 26
163 193 86
54 129 31
134 213 100
219 231 97
237 60 82
178 243 36
294 170 26
215 51 81
207 66 68
91 97 76
286 213 3
268 71 12
83 103 94
22 196 24
160 235 18
285 101 58
132 16 73
149 212 8
206 61 64
220 11 37
47 99 58
129 92 69
84 187 50
223 39 59
50 256 75
187 108 12
160 3 73
164 154 40
150 287 79
75 58 61
72 3 92
156 75 27
108 102 75
231 130 10
274 150 33
105 261 41
265 136 58
191 227 99
155 184 68
100 211 12
91 98 91
79 281 33
285 241 67
291 151 71
47 227 28
13 118 60
4 247 31
69 167 14
276 45 90
24 188 84
92 55 39
28 242 63
151 180 15
6 213 14
91 283 94
75 182 21
234 56 87
94 18 18
225 169 77
159 156 54
75 169 49
156 162 84
41 127 98
198 63 73
8 139 7
47 112 68
220 122 9
59 283 21
278 287 32
145 13 98
277 24 4
266 120 20
296 217 32
157 194 51
158 34 98
235 157 63
156 287 97
218 213 98
82 183 57
259 171 62
260 155 70
176 125 39
147 144 44
53 291 84
15 207 10
191 11 96
74 195 77
240 166 98
160 163 57
157 246 56
187 0 95
130 239 66
170 299 90
0 169 69
63 267 54
20 76 6
252 232 71
153 205 58
182 166 95
236 145 30
54 50 12
90 260 39
270 198 26
18 163 50
143 270 13
7 198 70
280 197 26
100 233 82
2 43 81
171 201 44
109 156 4
70 111 38
22 12 38
60 230 39
299 43 85
117 243 27
118 11 98
169 189 55
78 83 14
248 278 96
223 204 78
160 252 23
63 273 92
84 59 34
243 130 82
231 53 40
99 153 48
91 84 23
296 294 89
236 163 41
38 242 9
16 208 87
270 269 53
86 221 70
217 3 76
43 5 96
103 140 13
253 207 22
201 251 28
210 61 84
235 154 38
15 294 11
291 210 33
40 96 59
62 73 42
200 205 61
191 285 29
56 258 89
295 167 40
20 220 41
128 214 54
227 140 28
54 99 1
123 15 28
16 72 71
213 141 55
57 89 74
164 43 30
231 85 55
291 278 94
173 225 72
287 215 88
11 39 46
22 147 66
