460 300
0 227 1
227 278 1
278 297 1
297 87 1
87 395 1
395 118 1
118 379 1
379 139 1
139 271 1
271 354 1
354 243 1
243 52 1
52 133 1
133 361 1
361 56 1
56 394 1
394 288 1
288 164 1
164 411 1
411 311 1
311 54 1
54 300 1
300 143 1
143 434 1
434 67 1
67 322 1
322 242 1
242 184 1
184 120 1
120 85 1
85 124 1
124 112 1
112 160 1
160 40 1
40 74 1
74 61 1
61 162 1
162 77 1
77 153 1
153 190 1
190 273 1
273 384 1
384 241 1
241 4 1
4 337 1
337 10 1
10 34 1
34 96 1
96 385 1
385 440 1
440 435 1
435 388 1
388 313 1
313 333 1
333 270 1
270 83 1
83 398 1
398 427 1
427 305 1
305 166 1
166 377 1
377 444 1
444 203 1
203 205 1
205 98 1
98 338 1
338 20 1
20 80 1
80 291 1
291 93 1
93 157 1
157 108 1
108 99 1
99 448 1
448 219 1
219 253 1
253 33 1
33 445 1
445 416 1
416 283 1
283 373 1
373 245 1
245 30 1
30 247 1
247 123 1
123 413 1
413 248 1
248 82 1
82 42 1
42 244 1
244 135 1
135 410 1
410 409 1
409 117 1
117 113 1
113 144 1
144 335 1
335 192 1
192 383 1
383 417 1
417 36 1
36 285 1
285 62 1
62 44 1
44 206 1
206 365 1
365 188 1
188 367 1
367 109 1
109 289 1
289 55 1
55 110 1
110 262 1
262 23 1
23 437 1
437 261 1
261 340 1
340 318 1
318 171 1
171 414 1
414 292 1
292 439 1
439 21 1
21 170 1
170 156 1
156 194 1
194 128 1
128 150 1
150 304 1
304 211 1
211 217 1
217 125 1
125 43 1
43 159 1
159 256 1
256 326 1
326 406 1
406 352 1
352 348 1
348 195 1
195 102 1
102 418 1
418 371 1
371 145 1
145 408 1
408 22 1
22 349 1
349 233 1
233 51 1
51 161 1
161 347 1
347 368 1
368 459 1
437 321 1
212 198 1
256 60 1
304 425 1
148 313 1
220 271 1
60 13 1
50 375 1
94 166 1
114 232 1
306 63 1
179 216 1
237 338 1
59 289 1
41 75 1
404 370 1
73 148 1
309 3 1
154 440 1
455 166 1
132 293 1
371 283 1
425 5 1
77 457 1
158 19 1
330 134 1
208 354 1
185 253 1
452 318 1
192 112 1
304 334 1
399 92 1
182 60 1
134 426 1
252 1 1
167 253 1
307 407 1
398 120 1
30 168 1
37 178 1
337 237 1
399 28 1
40 183 1
24 3 1
310 306 1
42 354 1
226 194 1
27 248 1
239 89 1
429 363 1
458 297 1
318 248 1
13 291 1
6 117 1
89 24 1
64 419 1
338 395 1
451 156 1
152 237 1
149 224 1
270 268 1
116 318 1
32 415 1
424 152 1
73 273 1
388 333 1
215 49 1
104 369 1
151 338 1
411 26 1
390 87 1
329 287 1
413 19 1
281 86 1
80 164 1
89 259 1
412 450 1
250 165 1
187 133 1
259 72 1
229 139 1
231 22 1
127 160 1
239 310 1
114 347 1
67 364 1
199 142 1
119 430 1
20 132 1
38 272 1
75 30 1
187 127 1
326 110 1
211 171 1
360 312 1
333 350 1
84 66 1
15 358 1
338 212 1
403 268 1
334 371 1
339 12 1
22 164 1
458 68 1
43 231 1
15 287 1
316 408 1
276 223 1
389 228 1
146 401 1
444 124 1
212 9 1
339 359 1
361 390 1
96 442 1
313 138 1
169 207 1
292 365 1
381 158 1
319 91 1
231 344 1
54 314 1
441 304 1
321 292 1
2 368 1
147 315 1
273 190 1
396 263 1
430 107 1
5 318 1
146 322 1
311 221 1
352 247 1
204 119 1
58 140 1
215 180 1
377 210 1
315 303 1
91 307 1
46 230 1
459 137 1
344 80 1
80 81 1
33 99 1
141 380 1
269 132 1
237 367 1
