150 600
0 108 1
0 28 1
0 139 1
0 131 1
0 49 1
0 54 1
0 88 1
0 16 1
0 39 1
0 95 1
0 18 1
0 130 1
61 149 1
2 149 1
37 149 1
7 149 1
33 149 1
40 149 1
24 149 1
132 149 1
84 149 1
111 149 1
78 149 1
8 149 1
30 109 16
122 12 38
141 7 32
4 99 37
113 14 92
47 124 55
125 100 57
42 60 60
33 44 61
44 40 3
118 39 98
136 91 71
7 83 19
79 112 84
99 125 55
56 124 56
144 25 57
121 105 32
67 56 19
111 91 98
126 142 7
26 55 36
21 96 67
127 86 97
112 32 47
2 25 88
83 147 27
71 134 4
50 82 87
132 125 78
9 1 54
60 88 56
15 8 4
54 40 81
129 27 39
141 90 78
99 61 33
99 69 32
86 132 23
65 136 30
9 2 44
48 23 41
118 19 18
133 43 30
4 131 69
77 115 84
136 26 64
57 68 71
60 104 10
145 140 79
94 77 66
7 91 57
54 61 30
124 104 60
7 98 67
22 27 48
88 3 85
129 44 13
98 79 87
24 33 52
115 134 73
35 124 94
106 33 39
46 94 34
55 85 8
127 60 25
55 146 31
78 100 75
140 46 56
75 111 38
7 90 28
5 13 63
75 141 76
22 32 74
28 144 66
114 101 71
93 120 27
136 118 5
3 12 21
6 104 50
82 45 6
52 50 84
71 124 79
146 92 98
33 87 91
50 104 72
8 105 100
51 145 58
20 129 95
25 117 95
6 11 71
137 126 63
53 135 25
110 113 44
7 88 72
146 90 35
9 17 82
101 19 77
149 104 89
47 101 76
62 22 97
2 49 29
50 74 31
103 87 4
28 20 20
60 34 56
14 63 91
138 130 10
120 31 86
34 30 4
82 97 60
118 70 68
53 104 62
35 61 53
4 110 62
61 119 98
4 112 56
132 117 82
36 142 36
111 131 45
15 129 58
51 100 2
87 85 2
123 44 51
8 49 2
49 121 81
110 0 23
138 63 39
99 123 20
91 42 66
54 36 13
26 118 7
84 53 32
132 42 68
85 121 21
135 74 41
62 68 11
22 39 72
112 148 66
143 26 97
111 41 86
91 101 13
17 28 4
94 143 56
21 33 9
40 135 59
70 88 38
57 138 62
141 69 27
56 132 86
137 133 65
3 83 20
60 125 27
35 81 95
10 126 96
112 88 24
6 143 87
29 104 75
138 89 98
15 0 18
14 135 82
81 94 92
27 144 35
117 118 44
129 40 2
37 56 90
51 43 43
26 86 33
12 19 15
44 82 33
104 137 86
19 47 93
140 77 85
121 123 26
114 146 64
12 149 46
27 76 61
38 70 55
44 133 28
147 85 80
34 133 57
39 139 84
74 126 57
107 8 90
3 82 78
40 2 66
2 91 43
134 91 32
38 79 82
86 23 29
29 27 79
46 132 30
95 40 38
55 148 75
76 123 30
110 117 53
137 61 10
131 120 82
92 74 42
54 96 95
94 6 27
139 52 57
31 96 79
23 100 20
75 80 92
6 50 6
25 8 11
58 62 6
3 48 47
139 57 31
141 92 56
96 86 26
142 14 25
127 58 78
58 148 81
62 44 63
76 94 25
128 143 52
135 53 49
21 86 32
95 143 61
88 69 78
80 76 38
124 145 1
120 148 12
7 81 54
142 132 21
32 38 16
126 34 19
104 67 94
137 26 26
43 106 26
88 127 97
9 132 50
48 148 85
38 133 66
17 41 60
33 45 58
148 64 2
102 1 47
28 137 52
118 52 37
117 46 16
57 34 28
7 71 8
24 125 50
67 130 77
75 74 77
54 74 93
47 5 68
74 119 17
66 76 66
99 117 2
32 34 70
138 111 84
128 51 49
29 89 40
79 146 52
44 134 97
76 55 97
141 116 97
30 11 70
129 104 3
123 106 35
6 55 27
60 72 19
3 62 6
53 41 17
78 127 37
147 130 57
65 5 39
82 64 76
62 2 1
117 45 25
141 145 67
10 72 36
74 41 20
63 98 95
22 38 7
99 67 72
147 132 22
138 125 96
3 148 2
129 107 38
113 19 74
45 94 97
43 123 36
135 86 68
19 80 10
27 8 99
70 31 87
81 80 58
111 136 37
73 14 41
52 0 88
41 123 39
72 122 55
149 23 44
10 60 2
42 129 18
62 147 38
12 81 79
25 115 10
118 102 48
30 72 1
13 30 38
27 112 34
86 33 91
81 95 76
18 76 18
130 13 92
47 88 14
141 74 100
140 20 56
24 109 16
3 59 10
13 93 27
97 83 17
92 40 97
69 101 59
125 87 46
71 2 16
23 147 1
64 47 44
139 21 41
66 49 83
7 75 90
38 41 100
114 45 92
27 96 55
93 31 42
103 40 77
129 112 61
61 22 79
15 67 61
133 48 40
40 48 48
