150 500
0 128 1
0 144 1
0 93 1
0 57 1
0 119 1
0 115 1
0 139 1
0 117 1
0 104 1
0 7 1
0 86 1
0 17 1
122 149 1
129 149 1
116 149 1
23 149 1
76 149 1
87 149 1
130 149 1
9 149 1
59 149 1
138 149 1
140 149 1
16 149 1
81 58 88
143 141 1
35 100 44
8 138 31
98 15 35
103 33 33
96 109 26
50 65 59
50 34 18
149 64 24
6 97 26
87 114 82
93 38 71
130 111 50
24 50 8
110 46 65
69 130 31
16 115 56
108 82 96
101 145 17
141 0 93
131 118 2
12 87 81
40 60 50
129 103 91
122 137 91
1 53 58
146 90 88
105 111 54
47 77 9
148 84 69
80 14 5
93 1 63
13 27 98
129 47 22
96 149 9
76 129 13
120 84 35
77 9 87
23 103 37
84 37 50
54 100 40
21 132 23
121 25 50
15 83 33
58 84 8
9 62 61
86 57 90
40 47 39
22 63 31
60 19 47
141 122 4
53 7 68
18 108 41
15 19 18
99 42 30
136 49 90
84 101 53
82 46 17
111 140 93
10 46 6
103 116 88
4 62 40
90 52 47
18 53 18
30 42 20
0 149 50
88 107 58
47 134 42
65 73 72
79 120 97
108 79 90
27 145 50
84 28 74
137 3 47
87 100 92
107 118 56
17 122 92
138 139 52
126 102 82
114 3 58
70 17 68
39 102 24
100 133 94
48 122 41
10 65 17
81 147 52
94 27 35
98 18 11
149 112 17
78 88 48
42 15 70
108 139 96
24 127 62
1 108 81
79 52 67
65 86 51
86 18 45
114 104 5
64 7 79
80 40 37
109 64 2
47 38 18
67 58 100
48 5 13
87 91 37
128 112 21
62 96 45
45 132 55
141 133 13
130 117 65
124 4 95
38 54 32
52 108 85
69 125 100
133 139 61
104 47 27
2 8 34
74 60 5
115 131 98
47 8 86
69 17 75
79 19 88
135 119 44
95 4 69
15 127 55
111 136 68
104 12 46
10 113 76
41 78 37
56 67 56
1 39 51
82 66 56
50 118 39
3 6 16
125 132 80
33 117 13
57 3 12
122 2 42
135 31 27
4 124 42
87 45 96
102 42 86
8 131 99
134 7 92
74 101 74
4 47 21
21 2 66
69 88 1
68 121 45
41 70 10
35 77 24
132 84 53
90 37 52
83 27 58
25 120 94
112 22 9
146 100 41
57 28 45
124 74 53
139 85 17
83 26 59
40 46 43
140 49 40
80 9 6
148 47 17
111 43 91
7 112 93
72 66 98
17 84 82
49 27 30
95 23 18
6 122 100
95 18 55
148 101 35
63 66 90
89 140 56
53 94 100
67 95 82
145 122 41
13 26 30
146 132 85
72 132 49
124 138 41
35 69 76
30 145 34
45 54 44
37 19 52
12 146 54
66 43 10
74 85 36
56 136 88
41 32 71
85 43 85
140 35 57
144 64 59
41 57 28
145 128 36
96 48 60
76 33 100
72 68 39
119 40 9
38 27 92
32 61 99
117 1 15
30 47 97
104 4 72
64 60 22
119 25 24
38 106 48
145 13 96
81 88 18
88 62 86
118 133 45
137 56 10
145 98 84
56 102 88
134 71 56
95 65 49
113 15 64
124 75 89
72 99 78
52 34 88
30 133 63
12 148 90
89 128 77
116 75 39
31 63 84
119 70 70
133 4 91
19 20 29
28 50 2
132 43 11
131 129 28
82 84 31
130 1 97
93 141 87
23 89 53
61 14 82
147 0 20
77 146 50
139 120 82
34 27 2
37 15 24
47 145 18
50 4 11
2 97 1
37 22 54
98 56 52
135 79 81
119 30 91
102 17 53
2 148 40
36 108 100
137 140 73
102 132 87
113 134 73
73 13 90
45 34 21
55 112 53
54 42 26
34 26 92
89 101 3
144 7 10
61 125 19
81 111 26
38 142 36
82 8 76
45 87 66
21 36 96
73 26 95
17 23 53
60 116 8
123 26 15
88 144 90
76 122 4
118 16 81
60 144 84
79 64 86
92 125 28
144 105 42
66 67 27
104 79 72
12 24 15
6 99 87
141 15 67
72 15 63
105 91 100
85 104 15
135 91 58
85 34 58
78 2 96
7 94 54
3 17 81
88 54 91
26 130 11
78 12 67
59 101 100
80 22 19
88 12 58
109 4 66
124 70 45
79 68 75
146 50 94
141 97 27
32 29 63
124 83 25
111 142 68
58 101 69
87 44 85
86 39 70
32 109 13
19 136 62
15 86 96
148 76 74
30 3 67
87 77 73
89 125 91
70 81 33
70 42 66
28 112 42
81 55 72
143 5 11
119 98 82
82 127 91
33 37 58
66 142 55
5 107 66
135 36 99
88 34 95
33 47 16
43 137 33
136 122 69
39 31 53
147 39 65
61 82 93
74 119 11
76 112 55
34 33 58
85 130 69
107 71 60
141 98 6
65 75 83
98 83 32
122 138 26
102 117 7
43 68 31
122 69 51
73 88 72
71 132 43
83 6 100
45 104 95
79 56 79
97 112 8
26 87 84
82 19 24
4 15 24
105 140 58
133 59 96
18 99 77
51 87 27
56 137 27
74 31 36
36 14 48
117 12 33
127 31 99
114 55 6
119 94 89
19 53 98
75 112 19
107 122 73
42 38 42
126 142 98
133 35 92
20 56 38
60 86 29
91 11 21
1 15 15
106 90 19
36 33 4
72 143 20
29 116 68
137 90 26
96 64 27
5 21 34
37 126 94
76 136 79
34 55 48
42 48 9
26 139 94
70 107 52
75 94 70
111 21 59
13 16 100
90 115 95
133 101 96
31 144 46
29 146 61
116 38 23
107 53 65
102 139 95
19 36 38
61 108 67
33 72 97
13 68 54
117 35 95
145 58 38
8 35 11
19 14 11
119 144 33
146 128 1
47 127 5
111 74 100
2 81 81
104 63 92
9 45 58
52 47 64
127 134 16
53 119 68
9 144 51
126 125 53
118 8 2
50 69 75
116 34 95
50 1 13
47 107 73
25 60 55
11 84 86
82 87 51
32 100 96
97 124 27
21 46 49
123 11 74
146 74 97
86 131 51
133 89 62
86 64 78
9 5 8
135 84 54
51 52 94
42 124 23
34 23 7
149 9 72
125 90 20
57 14 17
34 132 54
25 84 85
22 15 18
141 142 67
74 24 58
52 81 52
110 57 84
108 27 47
29 137 65
38 14 67
31 137 100
83 13 17
26 110 50
88 25 76
2 72 4
58 131 55
14 27 81
41 77 82
52 116 90
148 37 57
96 77 53
