1680 1000
0 36 40
36 39 24
39 69 41
69 97 69
97 102 65
102 103 19
103 108 95
108 114 63
114 131 94
131 147 18
147 176 61
176 210 64
210 213 12
213 216 15
216 218 71
218 225 52
225 229 29
229 240 29
240 248 2
248 258 72
258 268 24
268 283 64
283 310 86
310 316 91
316 323 44
323 324 71
324 325 92
325 328 55
328 334 80
334 347 48
347 382 58
382 389 68
389 392 86
392 393 18
393 415 19
415 455 95
455 457 13
457 464 1
464 468 63
468 496 89
496 499 25
499 507 41
507 523 79
523 528 3
528 559 6
559 593 64
593 619 4
619 620 68
620 633 38
633 640 68
640 653 59
653 655 53
655 656 65
656 661 31
661 668 95
668 677 40
677 683 38
683 706 16
706 711 77
711 721 37
721 749 96
749 775 65
775 802 30
802 815 25
815 831 58
831 837 91
837 840 93
840 859 61
859 871 66
871 877 22
877 949 81
949 978 79
978 1011 16
1011 1034 26
1034 1037 98
1037 1041 91
1041 1066 61
1066 1071 75
1071 1096 23
1096 1121 40
1121 1136 31
1136 1139 27
1139 1142 79
1142 1158 13
1158 1162 46
1162 1167 61
1167 1198 29
1198 1211 26
1211 1230 49
1230 1242 73
1242 1250 21
1250 1253 87
1253 1256 35
1256 1266 36
1266 1278 42
1278 1286 28
1286 1311 22
1311 1323 66
1323 1330 34
1330 1339 41
1339 1342 53
1342 1345 43
1345 1353 34
1353 1386 98
1386 1390 88
1390 1392 29
1392 1400 84
1400 1410 88
1410 1434 55
1434 1440 74
1440 1445 51
1445 1459 35
1459 1463 20
1463 1472 17
1472 1483 73
1483 1498 25
1498 1520 97
1520 1524 17
1524 1541 100
1541 1550 40
1550 1555 36
1555 1577 81
1577 1580 46
1580 1593 78
1593 1613 24
1613 1618 7
1618 1648 39
1648 1656 17
1656 1657 66
1657 1658 31
1658 1668 75
1668 1671 53
1671 1679 59
257 1167 71
847 962 20
529 1391 71
187 1004 57
164 1124 34
538 1629 25
1174 1254 4
295 528 10
1563 1670 16
526 589 64
238 1388 12
499 728 65
842 985 52
115 854 91
643 1595 96
919 1010 28
394 475 61
183 1494 83
607 1144 77
201 1566 91
744 888 95
555 770 58
264 1530 6
98 1196 5
1010 1516 22
554 1427 34
1496 1606 23
700 1131 3
408 540 93
919 1629 70
923 1165 46
161 1311 64
845 1189 10
545 753 72
673 1089 72
790 992 71
805 1263 3
1488 1588 14
575 1033 57
208 717 58
1046 1111 99
560 859 19
1098 1115 15
875 959 76
147 610 52
1380 1393 6
99 810 91
1325 1595 20
882 1258 42
361 968 88
445 1611 92
352 531 34
731 853 22
5 438 13
643 1655 91
573 797 36
569 1507 60
12 598 56
1297 1405 29
852 853 86
13 1138 87
560 612 63
232 954 91
1030 1163 36
395 1453 98
640 757 37
513 635 95
782 825 57
666 1100 94
419 878 53
134 1165 81
259 1076 5
18 1331 29
275 658 57
102 394 18
340 1030 11
463 1285 46
1305 1315 25
103 1402 47
665 1210 63
1117 1379 63
34 564 72
166 1551 95
30 845 1
1397 1538 8
224 1006 15
571 1367 59
242 1632 73
552 1294 78
959 1193 51
47 1679 91
16 812 31
1130 1389 41
446 1483 94
291 1192 43
8 615 97
1091 1402 82
459 1673 44
151 1456 71
424 1164 8
1085 1270 98
178 1351 96
353 1334 31
1408 1551 92
30 524 31
177 860 58
989 1154 28
910 1450 15
759 846 93
32 223 57
572 886 86
898 1249 29
570 1028 69
278 1515 70
598 1505 53
752 953 77
862 1245 54
83 746 70
82 114 37
417 830 87
367 1380 23
369 834 32
326 1611 98
268 801 99
143 1197 72
826 1669 52
949 1513 87
525 1006 9
352 1038 2
815 1131 85
734 800 11
834 1669 87
140 628 7
912 1038 29
734 1542 67
951 1602 33
243 538 62
467 1528 6
104 953 12
185 473 6
1162 1178 83
66 726 78
331 419 36
64 658 2
263 1451 40
89 1195 96
527 538 51
431 501 51
111 676 27
859 1675 79
178 1516 77
813 942 52
755 1405 96
643 1122 53
851 1622 66
25 404 21
684 1446 99
836 1051 52
191 1431 77
658 1121 18
686 882 88
118 1428 41
605 854 62
366 1503 52
103 533 62
559 687 22
1449 1675 63
451 544 80
779 1585 30
665 1246 78
149 1199 72
490 579 24
881 943 3
1457 1496 30
218 927 18
775 1576 67
374 381 93
1217 1356 37
73 528 57
225 377 47
1625 1636 72
549 705 85
886 1092 92
592 967 49
20 1287 89
252 805 71
404 908 26
723 963 41
1240 1599 1
658 730 44
657 1059 14
788 1304 13
513 726 63
438 693 24
301 1231 79
48 995 37
218 670 26
1049 1669 39
882 1173 89
500 1615 54
479 1080 18
176 707 8
733 1316 83
416 1560 22
1061 1357 59
81 868 60
665 952 9
505 737 6
1329 1674 21
165 1589 37
182 717 44
1268 1359 41
911 1341 71
728 971 9
529 885 35
135 1540 4
1196 1671 11
200 1396 51
26 1587 26
220 1226 7
1167 1390 5
1262 1358 70
167 291 69
6 1619 38
864 1674 65
107 1673 24
836 950 63
453 1154 62
1134 1214 75
123 318 71
890 1467 91
179 1452 45
347 585 6
519 692 100
851 1139 24
342 1544 31
94 1432 46
480 1009 77
968 1174 17
277 1519 11
182 1347 91
121 472 74
915 1188 52
834 1278 51
1486 1616 46
252 1187 85
473 1547 12
49 1610 47
591 1063 89
120 299 17
1036 1651 93
125 643 38
20 1611 65
668 680 64
39 220 57
1013 1638 59
8 542 5
220 1020 14
186 1119 43
1390 1472 25
555 619 90
194 719 8
321 1193 15
314 1309 14
377 931 100
1086 1198 45
1672 1676 69
58 1577 37
304 626 56
486 1183 45
504 1670 9
143 971 52
152 638 55
1366 1598 21
224 790 42
919 1074 36
111 434 56
4 271 26
1142 1430 41
472 1626 9
185 574 56
955 1562 15
362 575 56
695 1560 18
445 1119 87
1416 1662 37
752 890 24
784 983 79
403 793 31
614 1469 89
594 1648 3
86 1670 49
244 1467 83
646 863 93
753 1301 27
457 576 8
1380 1419 85
306 1365 36
81 1187 32
32 374 82
227 1306 74
565 1000 12
1296 1629 7
446 1652 53
92 304 58
355 1141 82
475 742 93
544 551 41
1520 1585 58
1213 1397 87
966 1006 79
341 980 90
38 1137 22
923 1669 35
1159 1260 16
749 1448 72
166 484 84
28 820 11
250 937 81
1240 1342 33
1318 1527 91
18 947 31
80 154 95
89 1524 56
199 1223 23
434 959 57
1335 1621 69
171 1027 60
273 859 38
107 1203 95
1038 1292 66
829 853 11
185 1029 87
452 1029 70
174 449 29
245 1234 58
712 1270 53
1013 1603 38
1152 1486 62
673 1607 7
421 1133 37
477 773 95
571 651 77
783 920 60
545 1393 50
186 237 47
1157 1393 23
684 835 91
1273 1355 73
369 1319 94
428 1238 82
283 1245 72
141 1442 97
479 1315 64
932 1158 99
405 1569 28
856 1378 29
1039 1190 74
231 834 45
602 682 16
1025 1570 31
753 1417 15
422 1631 27
666 926 79
706 1117 11
199 727 43
259 1214 96
52 1022 87
1451 1586 68
961 974 33
918 1657 49
55 1273 15
1220 1281 16
400 1286 82
