1960 1000
0 24 65
24 25 77
25 29 78
29 64 24
64 69 98
69 84 9
84 87 74
87 92 24
92 96 98
96 107 62
107 162 91
162 173 42
173 185 89
185 219 96
219 258 28
258 285 36
285 287 88
287 300 83
300 316 6
316 317 70
317 321 9
321 324 75
324 334 30
334 349 72
349 383 81
383 406 91
406 432 1
432 457 59
457 463 48
463 465 13
465 489 31
489 491 37
491 520 45
520 528 50
528 529 21
529 530 28
530 531 71
531 538 66
538 542 43
542 568 78
568 577 3
577 602 76
602 614 70
614 615 64
615 616 93
616 629 49
629 643 89
643 647 27
647 665 99
665 682 93
682 683 73
683 690 88
690 707 3
707 741 42
741 751 2
751 796 81
796 812 22
812 816 92
816 831 91
831 849 8
849 851 76
851 874 52
874 875 64
875 891 65
891 894 84
894 915 43
915 925 19
925 938 19
938 985 70
985 990 97
990 1009 40
1009 1036 7
1036 1086 87
1086 1091 43
1091 1096 78
1096 1107 77
1107 1113 65
1113 1129 76
1129 1131 72
1131 1156 42
1156 1162 65
1162 1198 86
1198 1203 50
1203 1224 41
1224 1230 6
1230 1233 47
1233 1258 12
1258 1285 59
1285 1290 94
1290 1295 15
1295 1299 79
1299 1316 4
1316 1321 69
1321 1326 11
1326 1336 99
1336 1344 44
1344 1372 65
1372 1385 96
1385 1388 6
1388 1395 70
1395 1449 33
1449 1468 46
1468 1485 95
1485 1488 33
1488 1519 88
1519 1535 78
1535 1542 71
1542 1549 85
1549 1562 12
1562 1583 92
1583 1590 70
1590 1616 51
1616 1628 89
1628 1650 21
1650 1661 16
1661 1662 77
1662 1691 88
1691 1692 13
1692 1693 74
1693 1728 54
1728 1731 46
1731 1754 62
1754 1774 97
1774 1787 75
1787 1798 8
1798 1816 44
1816 1829 21
1829 1903 74
1903 1940 36
1940 1956 61
1956 1959 95
547 1908 98
505 1226 7
272 1905 81
115 1777 4
1407 1849 42
596 1864 56
288 1813 99
141 1091 89
1262 1734 97
433 729 51
1079 1467 60
1182 1475 60
757 1315 70
859 883 55
37 362 73
1179 1255 81
109 1623 87
696 1460 43
360 1876 84
535 1730 2
694 1742 31
97 1921 61
714 1000 27
44 1735 63
301 1927 18
295 456 65
1576 1609 95
828 1510 13
1039 1323 58
402 1910 27
158 1424 72
922 1551 84
645 1871 21
1379 1607 18
170 521 49
1038 1672 85
529 1441 57
207 1090 22
263 628 11
183 509 51
1585 1610 47
1563 1695 53
571 1567 70
165 677 56
819 1157 33
1259 1587 65
105 750 95
667 1530 37
827 1910 41
386 1501 40
1499 1692 36
946 1186 79
1421 1680 22
1526 1760 36
1584 1751 63
253 1719 8
1129 1860 44
1208 1304 7
1107 1730 55
111 827 53
84 717 80
1002 1450 88
28 533 65
126 1880 79
1255 1712 90
777 1286 68
1344 1693 19
594 1087 31
63 1557 55
633 1127 12
1540 1938 46
714 1537 95
881 1162 72
1462 1907 67
905 1413 38
1280 1618 48
907 1330 34
707 1323 24
676 852 25
1199 1718 95
580 1304 91
846 1184 45
951 1177 10
275 962 36
360 1027 67
908 1384 48
1060 1152 93
863 1454 59
858 1221 11
610 824 2
1009 1090 89
395 1916 87
1135 1401 43
977 1246 36
1574 1740 97
883 1942 99
660 1465 30
724 1439 67
855 1300 68
1056 1773 3
625 1384 49
856 987 54
611 1943 77
591 1133 47
120 1129 93
887 1534 51
748 1742 99
252 947 37
529 1542 47
963 1404 17
122 693 15
424 1217 84
124 684 84
1 30 43
1253 1417 78
405 784 22
1663 1867 26
602 1914 66
23 453 100
104 1367 68
3 1881 45
276 433 58
318 989 50
592 1944 67
673 927 29
878 1061 42
1062 1344 96
324 824 21
979 1739 17
500 921 10
1301 1493 92
784 1146 11
1214 1615 7
1786 1903 9
3 1184 27
16 1132 15
644 1637 22
314 1667 9
188 1165 95
448 476 71
760 1713 46
683 962 96
1174 1835 87
774 1440 68
984 1908 94
1223 1403 38
923 1923 77
1118 1367 39
816 1316 14
611 1800 60
1368 1882 18
200 1523 42
780 1628 96
50 1315 74
545 1440 21
122 969 78
19 1512 79
122 1602 50
1174 1503 9
660 1050 21
777 1280 48
779 1246 92
494 890 8
1473 1946 54
690 1785 50
524 1858 72
247 765 80
885 1065 53
123 1840 17
134 1163 4
819 1143 92
52 1667 11
831 1024 80
671 1421 44
284 1163 98
1317 1815 73
1427 1846 77
316 1899 68
612 717 62
486 537 36
1219 1366 13
1162 1852 10
736 1849 62
665 1195 68
1058 1235 69
1269 1433 88
921 1016 79
581 1787 49
870 1085 89
176 802 20
668 1762 23
1426 1940 2
1131 1673 78
802 1747 37
1065 1487 23
61 1095 7
294 505 86
833 880 43
825 1509 35
1233 1505 90
897 1036 85
1539 1936 99
138 1859 78
32 1767 17
561 1491 28
77 1224 64
218 1777 26
208 1793 79
138 1862 75
594 1818 50
714 1744 72
174 1726 31
1040 1762 18
128 1295 1
145 200 3
1213 1539 48
1247 1726 82
1170 1521 91
120 1727 31
64 1798 73
899 1039 19
62 1148 86
464 1497 18
124 1738 44
120 236 12
325 768 89
8 98 3
708 1529 46
889 1400 20
863 1416 74
44 380 29
357 605 78
620 1736 52
822 1859 9
778 1830 55
747 1255 68
713 1143 82
1056 1553 21
1537 1931 57
966 1851 77
973 1548 95
450 914 59
218 619 27
85 205 34
58 394 27
502 837 5
475 1026 14
1078 1108 66
637 1080 36
187 631 46
23 1327 61
443 846 96
181 307 23
578 1681 46
253 254 2
424 912 94
184 1034 40
364 1859 28
558 1958 91
147 1807 17
209 662 7
954 1422 39
584 968 95
1168 1841 100
1316 1327 60
375 613 97
245 929 25
909 969 4
653 1444 81
1326 1725 95
931 1380 57
762 1340 5
1266 1298 54
380 1695 32
748 1588 34
421 1549 95
955 1551 33
789 1013 24
378 718 27
356 1764 6
402 754 56
578 1849 79
86 476 32
273 1770 22
27 1732 98
1481 1898 67
1921 1942 97
463 706 40
757 1699 85
193 652 37
252 1461 8
132 1856 35
1319 1842 25
1091 1632 84
865 1394 40
625 1556 41
6 1611 9
140 1401 99
540 973 40
1167 1246 24
104 1247 7
1007 1051 2
13 1598 25
36 698 59
1166 1843 10
1188 1703 78
940 1865 50
167 1308 27
1654 1702 84
592 746 18
640 694 57
883 1915 95
285 1295 11
20 1757 25
1216 1332 9
702 885 37
178 1644 51
466 1126 30
468 1504 23
617 1316 36
113 836 10
147 552 13
385 1316 21
428 438 32
246 1333 62
376 1565 81
1539 1895 1
494 1187 59
71 126 36
509 1229 46
654 1776 45
131 973 69
77 180 7
791 1223 63
620 1204 36
494 1339 8
896 1050 58
39 821 99
560 569 56
176 531 29
566 1556 10
739 1593 47
779 1180 45
864 1530 64
1375 1404 76
53 1610 54
563 1639 90
88 441 14
105 474 64
81 601 79
676 1721 88
786 1102 86
229 541 83
1374 1404 79
911 1511 14
367 1077 52
1486 1666 23
97 1158 22
1110 1333 86
65 770 66
572 663 67
924 1220 16
1340 1350 20
771 1072 80
329 1776 65
764 959 29
334 1665 59
29 1889 56
315 887 29
907 1201 74
666 861 77
1029 1773 33
27 511 72
782 1310 41
405 1545 84
960 1242 47
328 782 12
301 440 86
827 1051 20
458 1316 35
375 767 80
415 856 50
1248 1654 62
968 1841 18
291 1740 20
455 1685 26
1321 1477 44
350 1323 69
793 1293 87
444 570 74
726 1037 35
249 706 29
1445 1550 37
521 1040 32
197 1017 89
743 1050 69
412 1052 10
267 687 40
619 1180 77
665 847 39
515 1099 33
738 1788 48
560 617 16
872 1527 64
150 1177 76
780 1894 48
961 1096 80
1088 1523 47
328 1734 20
483 1172 92
1239 1871 3
875 1454 93
1558 1651 49
500 739 35
281 321 22
113 1122 58
424 705 89
448 610 18
1170 1390 28
1307 1582 53
1347 1514 5
66 1250 100
1399 1587 23
49 1334 22
395 563 34
1278 1508 8
879 1122 11
491 879 17
436 1199 5
308 1203 17
1695 1727 2
801 817 26
338 1794 76
554 1403 48
1210 1596 73
493 872 82
55 927 75
1067 1483 67
477 1014 36
1592 1959 50
1242 1410 78
1034 1083 74
998 1581 88
105 600 62
482 1029 78
1175 1592 47
261 441 99
183 1512 3
186 1733 93
316 782 39
883 1105 56
1231 1777 52
216 1698 34
309 1070 47
802 1666 56
1284 1541 76
977 1157 28
1063 1198 47
246 292 7
667 949 52
277 675 96
791 1201 37
22 133 56
301 836 58
286 305 87
888 1294 59
1447 1579 20
894 1813 16
212 243 68
137 1230 56
1715 1894 92
200 541 96
1236 1624 21
467 1500 67
1351 1390 25
604 1435 64
573 1175 28
1244 1706 20
1191 1738 68
1240 1438 18
51 960 76
1143 1367 24
225 594 70
491 932 15
654 1498 2
1148 1661 78
179 1343 64
401 1126 36
79 676 5
415 696 91
5 396 9
1190 1627 38
624 635 51
417 1865 62
62 286 36
531 636 25
187 1846 14
728 1086 82
556 888 58
254 863 40
43 1788 43
626 1579 43
964 1239 55
1324 1694 85
1040 1355 84
1734 1792 73
932 1612 34
226 264 30
1824 1951 49
201 1123 34
305 1868 64
239 251 61
1811 1931 9
650 919 38
1088 1671 75
622 1829 51
1201 1459 90
258 1041 21
221 1939 6
804 993 87
618 1491 29
648 983 5
153 1529 61
280 447 66
545 1859 83
191 1314 59
885 1359 72
732 1262 14
1754 1958 20
1050 1847 93
482 886 4
31 1085 53
931 1535 50
276 1190 34
112 1271 33
80 303 23
154 1874 13
211 1834 24
916 1153 97
519 1389 29
1575 1874 47
171 1114 86
217 831 18
350 953 7
1005 1591 61
732 1475 23
935 1569 89
914 1749 3
390 524 64
557 1037 72
742 1899 91
112 925 86
47 231 92
899 1899 75
415 1499 45
81 1439 52
960 1108 30
122 885 72
799 1896 49
75 774 48
1270 1407 24
544 1586 61
448 808 75
14 343 29
843 1079 56
632 1154 34
27 1493 43
864 1090 30
820 1699 83
840 969 13
327 554 35
653 1817 75
1093 1424 28
654 1951 81
790 810 83
473 1024 32
110 1508 47
106 521 43
1092 1117 92
1018 1205 66
1129 1839 60
1396 1675 20
652 1441 87
1455 1682 44
904 1134 49
187 1110 25
403 1708 39
416 720 85
1123 1718 23
1103 1299 78
1000 1136 14
983 1868 11
701 757 46
582 1819 40
1190 1254 12
1558 1739 3
438 937 89
522 1325 100
1300 1717 67
53 656 62
30 235 81
941 1145 23
732 1898 31
943 1141 17
131 585 20
1233 1498 11
121 1880 8
641 1326 58
316 1001 79
106 1355 77
502 1953 20
550 1823 40
1719 1949 57
361 1431 80
917 1914 80
651 1863 17
346 423 55
753 1509 77
609 1888 39
187 477 17
640 1155 1
259 598 56
570 1432 97
827 1062 78
779 846 82
188 1305 12
178 1094 50
167 1126 60
78 293 11
502 645 33
1064 1760 45
33 949 81
1251 1797 35
1741 1953 81
325 614 25
95 555 24
523 1843 38
75 809 39
38 695 81
994 1251 51
665 1247 74
196 1109 80
24 502 85
1386 1951 85
733 1422 73
1020 1634 70
428 860 47
1623 1626 25
1146 1867 16
601 863 7
895 1123 73
440 597 64
337 486 62
1562 1859 18
422 1280 54
905 1740 49
334 1097 79
698 984 37
1194 1512 35
476 911 85
1058 1125 48
502 1311 30
1812 1922 67
1677 1911 96
11 536 25
156 671 21
1042 1568 7
77 1642 39
656 1957 27
252 1911 48
877 1215 43
281 1877 24
96 1180 16
1136 1291 89
118 1729 37
995 1874 4
439 936 58
133 714 62
787 934 92
1124 1894 29
401 1474 78
967 1870 73
1415 1948 8
1228 1245 20
239 1563 39
852 1932 68
1393 1749 81
152 622 44
436 1863 64
218 1890 91
1085 1374 36
909 1269 64
844 1470 62
803 1867 14
605 729 63
837 1621 68
1105 1495 100
1091 1427 32
415 1853 73
393 958 91
242 965 81
541 851 80
33 952 81
401 1666 20
500 1860 85
957 1859 4
748 827 72
393 1852 96
516 1599 95
117 1214 68
179 1679 74
1109 1153 76
827 1517 35
344 1744 35
659 832 8
1650 1825 27
537 1461 74
717 819 74
912 1730 49
131 707 63
690 1167 51
1321 1947 77
1734 1776 5
1026 1364 50
314 1532 85
1046 1625 17
91 237 38
1354 1676 79
699 1712 49
294 859 89
804 958 43
867 1821 67
1621 1787 4
141 1927 62
24 1301 20
282 356 93
961 1263 75
848 1885 87
1479 1671 53
1764 1900 100
415 842 7
1030 1677 68
729 1924 29
109 1315 88
1222 1321 7
619 1491 19
628 1872 91
31 1515 50
115 125 83
266 473 46
44 206 72
546 1212 25
739 1765 22
245 1488 23
1321 1806 39
1171 1302 41
1304 1406 55
221 1131 44
322 1049 48
1747 1943 14
103 459 63
491 1767 97
791 941 93
265 1375 10
84 1935 90
423 911 8
330 983 87
305 1905 17
322 977 65
379 1464 93
645 1637 72
984 1303 43
1349 1703 57
186 1399 13
312 1526 21
349 1820 41
1032 1124 70
