500 21500
0 13 68
13 25 10
25 43 65
43 137 32
137 157 26
157 248 72
248 467 32
467 499 54
300 312 91
174 415 79
158 355 2
35 480 88
15 264 33
305 452 8
182 499 7
167 397 88
2 79 63
217 435 27
105 450 19
246 304 66
132 294 46
296 410 83
122 364 40
177 261 83
25 195 66
140 339 43
274 477 72
389 431 75
122 456 4
4 9 95
114 495 13
241 259 2
214 277 30
242 490 36
181 299 87
41 78 11
84 383 74
139 385 48
390 480 6
16 203 7
83 205 69
262 387 34
285 400 74
61 378 85
233 354 54
70 194 28
53 254 36
211 238 61
256 376 65
188 236 41
19 195 31
46 309 16
119 479 67
321 443 35
137 188 53
129 164 46
54 376 8
166 479 5
173 389 4
155 240 35
88 165 47
332 373 80
247 259 90
112 231 53
372 398 94
51 275 68
18 78 36
20 395 26
103 466 87
57 404 86
6 103 23
66 277 26
308 326 62
182 399 58
159 381 82
245 313 6
8 235 73
29 162 64
198 407 24
173 309 76
164 279 48
263 394 49
63 467 7
328 401 34
377 485 46
189 496 6
45 172 89
246 327 5
64 417 78
97 421 91
154 386 28
234 495 42
138 355 86
26 461 55
16 278 98
122 251 16
34 314 70
367 492 29
331 387 64
199 267 97
46 191 5
199 362 73
223 394 2
82 438 81
2 13 92
114 470 33
48 305 48
296 376 51
100 132 99
282 340 78
202 206 96
99 364 74
62 176 17
87 396 70
101 346 69
175 397 23
284 377 98
14 42 34
433 479 17
75 200 95
434 467 58
91 427 96
397 431 84
62 300 71
295 377 48
93 338 23
163 433 36
2 237 83
188 281 56
196 257 64
98 439 8
300 376 71
249 317 80
109 499 53
411 474 71
169 420 80
238 413 3
369 464 69
62 485 51
85 90 95
214 401 60
52 119 94
314 482 93
254 362 66
127 429 100
120 307 54
180 222 5
7 78 39
484 491 92
78 328 17
225 399 33
14 31 16
47 58 55
96 165 64
221 344 4
241 460 79
319 480 92
266 346 75
117 197 31
347 353 30
134 481 94
276 368 76
248 425 89
94 190 32
277 492 84
224 255 44
135 158 43
33 168 43
1 384 36
123 452 15
3 214 19
139 459 98
293 339 90
215 251 86
89 445 56
64 207 80
161 375 23
96 305 10
324 406 29
103 448 82
3 6 12
233 360 100
109 295 4
93 418 2
177 302 25
44 56 63
306 466 57
9 224 3
166 231 91
308 323 63
65 347 72
137 453 79
191 204 71
141 326 64
103 247 26
133 457 97
365 408 39
131 135 20
101 228 71
19 28 11
238 367 92
142 244 40
184 212 33
135 222 82
9 228 88
72 354 20
338 443 60
97 250 55
25 141 53
87 95 74
163 330 43
91 131 41
152 498 39
112 120 48
228 371 27
208 214 87
235 429 68
16 55 6
253 312 50
399 456 97
58 210 30
410 469 62
90 398 23
47 273 40
214 336 55
64 377 67
211 476 60
137 395 19
43 250 48
192 455 37
38 210 27
30 42 87
178 225 69
36 189 98
210 363 44
163 499 34
198 216 41
77 263 51
107 383 13
193 323 89
337 434 45
113 360 19
22 237 66
70 191 79
76 398 78
207 490 97
244 379 24
33 91 59
130 317 31
55 338 19
27 462 34
119 269 86
49 445 87
255 285 71
20 376 68
150 376 68
