500 19700
0 2 81
2 8 4
8 22 99
22 69 95
69 77 72
77 85 57
85 88 65
88 109 1
109 116 22
116 131 19
131 136 11
136 147 45
147 151 97
151 152 68
152 155 74
155 199 43
199 223 3
223 229 44
229 231 23
231 252 90
252 264 86
264 265 7
265 267 15
267 296 69
296 313 77
313 315 97
315 319 96
319 348 100
348 350 29
350 353 47
353 382 10
382 395 93
395 400 13
400 409 3
409 416 77
416 428 3
428 429 34
429 435 31
435 439 23
439 442 93
442 451 79
451 469 58
469 474 63
474 475 98
475 480 29
480 481 36
481 483 68
483 486 95
486 499 40
32 441 87
20 31 68
79 376 45
123 465 87
14 171 90
377 492 41
139 317 54
73 292 48
272 446 75
93 201 28
61 284 2
56 269 90
159 200 61
75 369 99
169 171 84
353 410 85
87 111 71
183 315 22
80 196 48
206 262 58
127 325 53
179 253 42
239 242 91
412 426 81
165 235 10
247 397 4
244 410 28
282 333 69
168 442 48
127 312 67
400 470 87
402 408 14
27 335 4
284 375 58
158 262 97
89 211 82
92 278 13
154 350 51
211 394 71
130 221 92
1 84 14
119 249 46
2 374 100
2 329 90
5 337 72
144 303 64
74 170 63
10 465 38
126 446 89
88 177 8
47 165 22
194 393 28
174 471 67
28 329 34
43 167 43
9 274 100
98 184 92
62 116 73
395 453 91
294 458 93
242 293 56
196 475 48
356 487 88
139 263 79
100 272 45
42 272 9
440 450 22
206 223 83
71 486 55
7 9 28
384 390 9
72 408 63
63 498 95
398 459 25
86 277 92
379 399 13
22 161 42
315 492 71
273 332 37
36 285 59
71 201 62
9 349 88
313 343 8
39 378 43
199 204 3
297 467 56
30 51 19
77 375 69
291 453 83
82 392 36
30 337 79
145 279 53
184 271 44
168 322 35
178 236 1
28 359 49
320 456 53
81 398 22
221 435 21
42 384 92
152 484 26
236 456 33
322 323 82
284 484 5
48 434 62
66 287 58
20 447 3
56 334 99
73 253 37
47 177 55
106 362 46
73 485 82
63 420 47
298 427 48
2 428 63
478 479 14
48 302 92
5 17 32
394 475 9
73 211 58
97 249 66
332 379 91
8 44 91
213 290 40
92 170 71
159 378 92
98 264 91
123 227 96
78 150 37
114 132 15
27 261 11
65 159 88
31 57 1
400 443 32
84 129 65
102 220 89
3 453 31
218 467 24
30 285 16
350 382 88
81 216 38
238 276 70
133 347 30
181 200 6
139 201 22
13 308 90
29 421 45
217 397 90
16 103 51
62 329 16
36 450 69
42 267 68
289 407 1
52 350 26
315 480 30
82 83 78
147 220 33
43 451 100
332 339 14
101 328 82
90 331 83
92 277 87
129 375 15
210 421 46
62 439 56
133 491 85
196 309 49
325 401 34
184 300 78
436 494 46
244 462 10
221 223 57
22 437 35
150 334 38
268 417 50
127 142 13
216 221 68
221 388 53
119 176 62
6 451 92
213 231 24
277 479 33
123 186 25
323 421 81
209 360 55
254 386 91
188 386 88
3 103 75
265 328 93
43 290 20
328 452 60
124 482 30
141 310 68
300 353 84
317 453 58
263 353 49
24 192 81
282 382 89
80 393 2
251 460 25
43 435 44
376 402 18
326 421 94
234 269 53
153 305 3
19 124 21
163 422 78
67 390 54
66 376 20
208 295 55
208 325 61
95 124 83
267 309 19
9 47 5
268 388 21
287 334 58
192 309 39
58 345 6
29 167 98
177 306 93
18 145 66
405 460 16
171 428 40
344 434 66
234 491 32
62 213 21
262 337 77
231 289 22
338 406 66
153 438 44
275 401 94
149 269 87
214 437 48
10 483 78
218 468 66
120 188 4
293 420 70
204 401 24
56 361 69
329 434 60
218 238 69
176 344 17
94 119 5
272 315 99
342 348 86
331 352 86
383 467 75
275 437 36
235 414 92
66 188 63
178 341 48
84 473 10
139 207 84
379 413 29
375 478 73
293 334 51
37 299 46
88 277 36
66 449 90
11 423 80
182 213 47
135 279 3
241 398 100
359 437 37
116 190 60
251 287 76
131 248 15
118 350 6
240 280 13
39 211 37
358 383 52
229 452 98
282 489 48
343 444 65
64 79 90
62 252 80
295 363 65
127 260 10
161 337 38
135 342 52
5 289 16
55 304 95
13 444 77
185 252 79
41 439 72
147 279 64
56 80 59
98 101 81
106 465 77
371 491 25
190 442 66
209 402 100
86 472 84
31 254 73
141 370 24
235 335 35
442 487 16
184 272 13
128 471 49
273 453 80
58 287 10
111 330 9
116 341 61
62 291 69
22 128 72
65 445 20
169 470 96
228 369 41
262 480 53
314 315 39
106 307 32
223 394 89
135 491 49
36 144 29
228 371 39
361 481 70
83 97 46
44 480 100
80 331 10
5 368 98
402 464 30
189 472 91
214 452 48
145 306 18
20 90 59
51 76 30
195 275 37
208 445 67
24 405 34
108 485 31
163 354 64
422 425 8
312 439 36
378 408 52
267 377 34
1 44 73
399 436 59
91 397 96
293 375 82
222 496 27
262 417 26
240 471 14
409 440 21
323 400 61
43 405 92
267 291 87
90 158 24
314 340 1
399 402 52
304 379 47
90 246 58
387 426 21
42 219 94
19 257 65
82 355 20
75 396 61
346 490 65
10 352 45
60 206 23
18 44 61
210 462 70
285 496 71
126 368 17
5 167 16
80 230 96
56 123 80
115 145 10
241 448 90
73 107 59
181 351 86
118 165 84
168 400 78
25 452 88
31 358 71
76 166 52
164 177 94
257 399 89
78 487 96
47 55 14
97 330 25
57 178 91
301 409 83
372 498 70
77 227 61
258 467 11
261 272 85
278 283 8
139 172 58
146 260 12
23 294 74
0 185 74
63 163 41
264 272 82
143 217 10
158 271 62
108 295 8
239 412 73
368 449 9
130 150 70
33 280 27
140 204 79
146 323 84
121 384 67
85 202 44
86 347 93
47 386 62
302 444 55
10 69 52
224 497 86
105 376 35
124 183 38
40 448 20
107 205 12
35 64 100
281 315 6
204 496 50
33 78 45
68 292 27
148 387 100
285 481 2
272 286 92
45 380 39
86 457 50
229 415 81
36 296 19
207 255 10
347 351 43
321 340 64
7 131 46
208 484 2
270 479 55
275 409 79
410 490 58
111 389 63
264 281 71
369 398 7
180 419 22
250 341 52
239 400 47
79 428 10
139 398 61
187 384 79
87 401 4
58 470 79
3 235 64
306 474 87
234 417 51
273 491 50
192 242 49
171 390 88
294 473 20
101 136 83
141 306 85
123 180 2
203 454 32
67 182 92
256 286 31
268 419 13
126 138 41
397 444 89
152 356 29
95 174 87
153 162 53
4 287 37
263 289 8
205 304 31
59 286 18
58 281 50
109 387 58
106 372 39
335 395 41
219 409 79
167 375 44
104 437 39
160 394 29
362 454 77
11 110 73
161 212 40
13 193 29
226 240 86
117 274 9
98 423 26
208 371 81
266 335 33
237 347 48
112 190 77
2 254 2
112 251 21
309 493 3
106 449 24
410 468 71
36 282 59
198 298 23
231 412 27
328 373 9
47 81 5
297 405 18
285 356 57
401 434 75
83 272 44
98 459 69
51 79 67
153 435 88
59 341 7
52 108 61
105 375 41
76 149 42
96 476 62
162 488 52
183 497 34
101 223 91
382 384 24
326 329 34
121 262 44
375 470 74
25 321 58
38 263 27
210 215 76
294 357 19
134 344 40
139 196 94
15 35 90
226 295 39
338 420 5
103 436 49
130 360 6
47 455 63
148 372 95
82 427 13
133 450 48
34 314 62
36 401 53
39 481 94
176 290 55
97 496 73
414 440 67
32 70 35
116 135 3
67 160 58
97 263 74
92 476 50
10 334 75
89 122 74
4 403 31
323 479 65
24 479 2
187 229 74
168 227 51
327 376 15
20 120 20
183 373 98
27 141 72
170 275 50
408 455 100
144 165 88
75 387 52
344 454 1
234 452 98
108 135 50
248 294 77
8 428 45
15 202 52
289 393 69
191 385 38
443 466 8
328 400 36
78 159 100
300 357 18
146 478 7
433 457 3
273 481 34
202 325 63
3 195 93
114 205 70
103 273 48
44 232 9
273 480 99
263 423 100
20 150 21
214 256 79
28 206 73
147 341 68
19 361 33
377 409 90
87 459 100
125 241 75
134 367 30
228 361 27
282 289 82
42 374 61
265 327 86
73 496 67
191 428 77
154 228 54
88 268 57
28 209 2
67 348 35
153 241 6
243 250 99
22 457 30
128 222 56
309 321 36
183 261 100
202 399 27
209 289 76
45 86 26
285 363 4
355 380 65
50 261 31
277 338 88
232 327 63
73 184 93
103 203 80
345 463 35
364 492 79
232 476 67
242 370 58
286 347 28
6 388 1
216 434 52
22 249 56
213 323 31
153 206 3
494 497 56
230 332 41
34 422 36
110 373 10
202 387 6
268 303 95
333 361 13
136 480 31
52 212 21
85 123 93
131 267 25
214 420 97
139 367 22
184 438 11
94 429 3
95 131 36
354 430 40
19 264 46
227 378 96
247 264 97
36 184 99
186 315 41
127 446 55
49 416 84
252 316 65
60 241 94
126 476 90
140 401 12
149 195 8
278 408 90
168 246 92
148 242 99
104 488 41
227 388 39
264 418 27
405 493 46
318 447 23
443 465 31
34 375 63
416 447 99
401 499 8
51 141 10
223 421 79
209 418 80
169 388 59
232 236 41
52 239 67
144 390 59
302 453 64
356 424 41
33 434 48
29 181 89
