500 8100
0 5 12
5 25 94
25 28 75
28 36 67
36 38 6
38 53 19
53 58 4
58 61 94
61 64 9
64 65 89
65 71 88
71 80 32
80 99 34
99 102 9
102 106 39
106 125 78
125 127 28
127 135 59
135 144 58
144 147 47
147 151 95
151 152 16
152 163 87
163 165 34
165 171 34
171 186 58
186 190 51
190 195 46
195 196 73
196 200 69
200 205 4
205 206 81
206 228 16
228 231 32
231 234 34
234 237 45
237 239 63
239 243 29
243 246 77
246 256 76
256 259 90
259 269 45
269 289 44
289 292 10
292 295 38
295 303 94
303 313 82
313 326 48
326 351 28
351 353 34
353 356 63
356 357 74
357 359 78
359 372 75
372 374 65
374 380 6
380 381 15
381 392 9
392 396 8
396 411 100
411 425 24
425 431 50
431 444 7
444 447 95
447 448 61
448 455 35
455 468 83
468 469 14
469 484 24
484 494 68
494 495 39
495 499 89
258 348 99
53 461 59
218 332 71
68 289 50
218 491 48
99 122 53
157 435 43
394 496 52
139 344 76
159 322 31
241 331 96
22 238 13
108 225 40
112 362 67
92 377 56
6 457 90
155 250 14
13 355 73
183 287 40
175 288 100
132 446 49
71 455 22
60 273 13
72 97 31
97 169 21
14 157 13
212 249 69
212 362 31
400 459 73
268 424 64
151 156 40
52 359 68
24 153 17
297 383 87
80 474 52
0 122 22
82 185 92
169 224 19
313 323 32
416 496 83
329 374 18
22 223 75
294 321 18
103 434 97
30 221 23
410 466 79
256 282 92
3 365 46
245 420 38
102 464 47
243 473 86
138 167 54
16 134 64
106 301 2
180 365 92
84 243 6
73 240 22
312 461 14
77 457 6
147 327 2
97 282 90
340 430 2
65 72 1
389 411 18
50 450 39
130 291 27
129 445 27
62 217 28
227 251 42
318 467 74
94 261 40
205 314 25
237 335 74
287 463 83
55 321 24
103 420 6
73 95 79
144 240 13
162 468 40
353 418 11
234 433 40
100 466 55
141 446 64
27 256 61
43 350 92
121 380 19
342 467 97
159 459 88
117 283 29
27 267 96
336 423 88
275 407 15
390 418 82
208 303 78
22 136 50
50 479 10
188 269 48
427 438 72
92 119 13
296 318 28
374 438 50
150 173 37
296 467 15
81 321 20
28 412 89
6 446 28
102 271 47
229 444 16
223 400 53
307 385 37
128 188 11
48 58 18
356 368 23
0 93 68
257 382 47
45 456 72
314 400 26
228 415 95
103 212 99
9 84 14
42 421 92
383 427 9
174 336 5
456 495 69
260 319 86
91 319 46
218 409 46
88 333 24
41 412 12
238 281 22
39 116 28
219 441 75
219 481 76
55 409 12
188 323 30
151 226 75
286 351 32
270 486 89
51 317 27
17 65 7
74 422 68
212 347 71
144 356 2
69 299 59
9 339 91
12 44 73
81 190 8
12 152 6
107 407 98
345 449 43
405 495 37
0 427 30
130 442 44
371 424 6
103 126 10
215 327 56
145 481 90
41 410 58
129 134 78
481 497 65
211 224 19
275 343 1
122 353 10
9 452 18
113 467 2
131 395 49
134 281 54
81 345 29
134 226 71
148 149 4
34 459 89
238 287 37
78 119 53
95 241 19
114 424 46
141 217 80
131 235 94
19 445 1
192 267 14
287 415 74
41 286 53
334 408 26
1 35 17
91 397 89
101 195 73
439 463 76
221 392 41
305 374 43
66 165 2
358 388 38
77 230 82
76 179 75
481 487 63
245 484 3
137 474 76
109 466 40
476 480 61
204 282 36
395 403 21
0 455 97
236 431 52
259 496 88
430 460 31
5 34 53
216 284 49
138 240 44
10 152 44
136 314 48
326 479 46
180 430 13
216 465 19
85 101 68
75 108 41
111 265 62
223 401 32
172 316 21
30 283 12
