150 400
0 134 1
0 108 1
0 57 1
0 37 1
0 34 1
0 72 1
0 124 1
0 33 1
0 24 1
0 112 1
0 131 1
0 13 1
62 149 1
58 149 1
11 149 1
108 149 1
8 149 1
145 149 1
143 149 1
34 149 1
42 149 1
80 149 1
120 149 1
72 149 1
20 134 75
112 74 90
18 25 55
22 17 51
80 39 77
106 17 64
21 134 71
45 10 13
21 109 9
123 12 64
68 6 8
53 46 92
28 148 12
21 60 2
60 12 30
127 83 82
101 120 21
72 50 51
136 6 78
110 38 6
22 70 74
86 106 6
141 96 43
9 29 45
131 108 11
108 33 77
25 77 12
8 49 74
97 110 38
67 77 81
116 63 86
57 66 18
4 102 90
66 21 86
80 137 40
97 114 80
7 87 42
57 121 11
80 136 12
59 43 78
26 45 45
101 68 34
43 6 77
111 30 86
75 54 12
134 8 13
33 60 41
101 144 35
106 62 74
111 118 95
0 87 88
147 80 32
137 26 62
86 32 71
148 59 55
17 118 53
43 52 57
117 32 91
4 143 41
79 43 94
145 103 29
4 0 19
115 118 45
123 9 57
51 16 88
105 93 33
17 133 36
12 130 71
135 108 40
21 23 36
77 15 50
115 24 30
140 56 66
124 32 31
136 72 50
53 69 14
101 15 77
46 20 11
94 65 4
133 128 24
41 136 100
46 64 55
146 7 79
16 11 4
88 114 46
13 55 91
9 32 26
31 0 8
120 116 6
37 83 100
37 105 80
31 128 20
10 12 92
43 65 93
51 125 76
31 100 56
137 148 37
72 78 66
98 58 80
3 50 1
19 28 21
65 41 70
119 136 43
132 84 49
38 133 62
19 80 11
19 47 53
92 129 75
132 32 94
16 61 34
76 11 11
132 89 27
3 93 28
74 25 47
58 117 61
80 104 24
38 119 45
87 32 1
8 126 36
143 63 85
69 132 78
57 137 75
99 8 5
52 134 58
50 77 71
64 8 22
11 16 64
120 34 80
79 126 84
13 109 53
71 125 60
32 5 76
139 38 33
115 33 22
105 3 10
30 130 86
86 128 24
11 124 40
35 4 51
7 143 71
89 117 44
81 95 34
142 63 38
39 72 8
129 128 58
123 91 77
73 36 87
115 7 87
59 86 58
75 30 86
136 132 34
97 29 51
12 131 81
83 87 66
86 127 49
120 72 83
97 68 49
78 130 74
59 115 50
37 49 58
47 142 95
132 81 72
76 119 86
39 43 86
95 41 38
27 47 18
8 33 42
105 24 100
65 96 97
95 73 75
141 77 17
139 95 61
60 77 90
0 6 19
55 6 64
0 45 31
147 44 33
65 80 14
101 113 15
1 74 88
49 71 88
138 99 86
86 143 87
105 72 3
44 122 88
133 32 77
20 81 21
93 136 100
71 44 40
68 136 98
149 22 27
74 35 69
16 34 60
88 67 41
64 107 23
64 144 23
12 115 10
62 37 6
71 101 35
139 100 4
120 99 81
81 104 64
118 82 60
41 111 99
56 110 66
135 22 92
82 127 83
47 52 70
23 120 75
129 15 44
5 0 91
126 88 98
86 17 49
105 113 64
65 40 60
43 45 71
135 112 87
30 129 34
17 28 46
37 126 39
103 5 20
74 70 76
127 71 74
100 101 66
46 50 67
64 63 25
36 129 20
15 80 54
94 87 77
6 21 47
69 129 11
105 136 8
58 21 91
145 16 76
47 18 47
91 137 14
127 67 75
29 144 71
2 55 25
90 44 98
46 2 74
108 125 91
74 10 63
134 47 78
148 82 25
54 71 8
135 64 100
79 34 19
53 55 2
70 34 19
22 66 40
119 88 99
101 67 6
20 22 82
124 63 88
136 68 93
97 148 35
17 131 99
78 28 15
88 141 47
13 130 91
60 95 93
93 85 28
22 55 42
59 79 61
6 0 59
126 136 30
28 92 54
103 135 77
147 86 37
57 67 51
22 137 40
95 32 36
56 121 48
0 86 40
13 72 98
59 103 92
98 70 14
122 118 91
29 41 71
118 17 98
107 62 6
8 101 71
137 77 30
15 63 75
70 46 83
31 131 18
121 39 30
35 15 20
56 72 26
33 149 14
86 136 49
76 24 66
71 45 79
121 122 58
104 135 89
96 78 32
22 59 78
96 48 48
117 25 59
68 15 2
116 47 90
0 106 32
106 114 14
49 113 99
13 114 67
101 138 74
9 46 91
102 83 86
71 37 53
25 99 96
69 79 42
89 85 86
130 127 90
131 71 42
19 136 57
71 73 34
21 63 67
38 96 29
124 39 49
148 58 41
126 77 31
57 32 51
12 128 94
108 141 8
29 70 92
106 87 91
109 81 11
93 149 76
12 49 94
48 111 5
131 134 81
93 46 86
75 90 96
66 133 62
43 23 33
5 35 97
35 44 83
5 55 72
20 16 54
68 75 46
12 91 39
5 110 21
113 104 82
133 95 91
138 123 16
129 88 93
131 62 84
73 46 67
71 55 12
41 125 20
8 141 40
91 108 95
60 128 58
6 59 92
91 85 16
65 85 50
21 129 42
10 18 60
6 30 86
74 71 78
65 149 36
25 98 33
88 63 34
43 30 67
132 1 59
67 52 18
148 97 51
81 121 34
84 137 94
106 33 76
51 60 76
127 80 77
83 119 66
6 140 41
14 66 55
