1860 1000
0 1 8
1 2 33
2 21 25
21 25 87
25 32 63
32 38 36
38 44 95
44 53 51
53 58 67
58 61 24
61 79 33
79 80 83
80 89 49
89 92 43
92 95 9
95 99 5
99 102 75
102 107 83
107 119 7
119 126 43
126 131 12
131 132 95
132 136 80
136 137 49
137 138 44
138 142 58
142 146 75
146 147 74
147 150 73
150 156 78
156 166 38
166 173 75
173 183 70
183 187 93
187 188 67
188 204 15
204 210 6
210 219 67
219 221 10
221 233 76
233 236 27
236 238 87
238 240 32
240 262 64
262 263 34
263 266 11
266 270 20
270 284 68
284 290 36
290 294 27
294 298 6
298 299 78
299 301 64
301 303 56
303 305 13
305 318 93
318 324 80
324 336 11
336 350 13
350 358 22
358 359 28
359 361 15
361 371 15
371 372 42
372 378 64
378 379 30
379 386 87
386 395 51
395 397 90
397 401 2
401 406 72
406 417 17
417 420 15
420 427 10
427 435 18
435 440 59
440 447 87
447 449 8
449 451 13
451 459 53
459 467 33
467 468 92
468 469 10
469 470 98
470 475 25
475 476 4
476 485 88
485 494 37
494 501 61
501 507 97
507 511 55
511 517 88
517 519 79
519 526 99
526 527 72
527 530 78
530 531 13
531 537 7
537 538 99
538 539 63
539 540 91
540 547 38
547 550 89
550 557 4
557 568 50
568 569 49
569 570 44
570 574 61
574 580 49
580 582 98
582 584 7
584 585 93
585 589 56
589 603 41
603 611 44
611 614 89
614 624 41
624 633 78
633 635 95
635 639 12
639 640 61
640 642 68
642 643 27
643 647 23
647 652 40
652 669 85
669 676 35
676 691 6
691 693 48
693 696 55
696 697 99
697 698 56
698 700 85
700 719 72
719 735 60
735 736 21
736 739 79
739 746 86
746 750 48
750 761 81
761 762 5
762 764 42
764 765 63
765 770 65
770 772 50
772 779 33
779 798 91
798 803 79
803 808 3
808 814 51
814 818 63
818 823 66
823 849 27
849 851 28
851 864 45
864 868 89
868 874 34
874 881 19
881 884 40
884 886 93
886 896 37
896 912 89
912 925 89
925 927 92
927 937 50
937 939 75
939 942 25
942 949 36
949 954 75
954 961 5
961 962 26
962 966 7
966 971 10
971 983 74
983 991 70
991 997 2
997 999 37
999 1003 1
1003 1005 32
1005 1007 23
1007 1015 20
1015 1021 97
1021 1025 75
1025 1038 91
1038 1041 12
1041 1043 45
1043 1046 52
1046 1051 71
1051 1056 48
1056 1066 42
1066 1071 43
1071 1072 15
1072 1076 61
1076 1085 19
1085 1086 56
1086 1092 47
1092 1095 84
1095 1098 33
1098 1099 83
1099 1114 91
1114 1118 19
1118 1122 94
1122 1131 62
1131 1135 81
1135 1142 10
1142 1150 74
1150 1153 99
1153 1156 95
1156 1161 70
1161 1165 1
1165 1168 69
1168 1170 87
1170 1172 45
1172 1173 96
1173 1175 1
1175 1178 40
1178 1182 49
1182 1185 30
1185 1188 62
1188 1195 34
1195 1198 88
1198 1202 11
1202 1205 64
1205 1211 13
1211 1225 80
1225 1231 64
1231 1233 75
1233 1240 17
1240 1244 5
1244 1258 19
1258 1262 8
1262 1263 56
1263 1265 34
1265 1266 89
1266 1267 73
1267 1271 48
1271 1275 66
1275 1278 20
1278 1279 37
1279 1288 46
1288 1315 30
1315 1318 68
1318 1320 58
1320 1330 75
1330 1336 88
1336 1339 47
1339 1340 4
1340 1344 58
1344 1345 48
1345 1357 52
1357 1359 49
1359 1362 77
1362 1372 8
1372 1373 7
1373 1374 58
1374 1377 28
1377 1378 8
1378 1383 72
1383 1391 76
1391 1409 37
1409 1410 95
1410 1415 39
1415 1418 97
1418 1427 5
1427 1428 37
1428 1431 73
1431 1433 25
1433 1434 10
1434 1436 50
1436 1448 84
1448 1449 2
1449 1451 36
1451 1462 47
1462 1464 25
1464 1469 28
1469 1470 23
1470 1489 17
1489 1492 39
1492 1500 16
1500 1505 53
1505 1524 41
1524 1527 79
1527 1532 14
1532 1542 96
1542 1544 73
1544 1553 53
1553 1554 67
1554 1557 2
1557 1564 46
1564 1565 13
1565 1570 25
1570 1571 29
1571 1574 47
1574 1577 71
1577 1578 80
1578 1580 31
1580 1584 66
1584 1590 28
1590 1591 66
1591 1598 93
1598 1600 98
1600 1617 91
1617 1620 96
1620 1621 57
1621 1624 60
1624 1629 67
1629 1634 9
1634 1641 87
1641 1649 57
1649 1652 45
1652 1655 59
1655 1660 69
1660 1663 5
1663 1669 75
1669 1671 48
1671 1672 98
1672 1674 93
1674 1677 29
1677 1686 17
1686 1690 37
1690 1691 66
1691 1693 56
1693 1694 15
1694 1698 80
1698 1700 12
1700 1709 31
1709 1715 97
1715 1730 3
1730 1739 48
1739 1747 69
1747 1748 71
1748 1752 65
1752 1758 97
1758 1774 29
1774 1776 29
1776 1777 36
1777 1778 37
1778 1781 23
1781 1782 11
1782 1789 12
1789 1799 1
1799 1808 62
1808 1809 11
1809 1821 82
1821 1823 20
1823 1825 17
1825 1839 64
1839 1853 93
1853 1859 1
389 1292 87
1273 1560 80
290 881 64
462 864 78
733 1095 72
997 1569 78
421 1658 27
526 1226 38
171 1491 13
579 1240 83
40 314 64
1092 1378 61
690 1383 25
205 634 19
640 1402 84
724 1174 59
454 880 53
340 977 17
71 848 26
241 1822 63
707 1686 37
777 1034 10
548 801 80
380 1258 92
1042 1496 92
1439 1635 65
287 1146 33
232 588 5
744 1101 91
385 1302 54
1222 1782 13
253 488 53
167 1565 71
427 1500 97
268 467 54
393 1614 34
147 924 35
215 1463 50
461 552 32
399 1060 77
321 853 16
7 1701 77
169 1222 100
563 1518 89
889 1202 65
808 1136 70
95 1436 81
65 1520 25
131 1341 44
357 765 92
66 240 90
33 1077 90
920 1081 100
792 1447 66
211 861 88
102 1748 54
1327 1614 74
478 699 100
411 1324 7
261 1609 99
535 1241 65
571 1137 67
820 1733 22
80 1368 19
1196 1643 40
398 1682 47
271 1329 75
348 399 55
294 487 100
642 1029 95
11 1268 100
110 193 63
1283 1567 77
558 1038 15
445 1168 51
633 1324 11
946 1632 13
82 382 14
577 603 42
300 821 96
653 985 71
332 488 15
1358 1517 36
109 214 89
1425 1436 3
114 1788 56
1164 1315 56
138 1623 10
666 690 12
823 1181 98
1170 1420 74
645 1643 93
1540 1697 16
775 1300 39
298 774 34
985 1726 97
620 1224 18
1644 1665 66
732 897 36
212 611 12
15 875 7
81 799 95
486 1641 99
326 373 64
1421 1826 54
67 323 34
474 545 11
957 1753 88
1056 1417 61
1186 1782 19
480 829 27
1123 1199 58
533 1601 3
392 855 22
204 1466 77
408 848 13
153 988 15
1 67 39
181 472 68
995 1413 60
342 1217 97
229 435 76
1362 1433 72
1464 1729 24
427 1094 46
249 474 13
49 1820 44
39 894 86
189 1076 20
822 1235 91
1141 1152 38
637 1436 92
58 1712 49
718 1611 42
636 1763 61
343 1276 42
31 1330 2
182 510 6
918 1475 54
326 1349 33
1083 1399 83
63 393 10
487 1603 23
477 677 16
498 1513 44
439 1195 99
1381 1547 51
408 516 84
69 632 89
155 1136 53
871 1309 19
265 1386 40
1412 1760 98
568 1751 81
19 173 79
201 726 28
936 1677 5
296 482 76
439 885 65
1290 1799 66
737 1135 43
644 1789 10
889 1106 29
871 1420 67
128 226 36
281 1291 40
343 639 36
1014 1343 54
728 1274 53
410 790 52
1527 1711 77
291 545 95
208 1009 52
534 989 24
1195 1488 84
1040 1489 42
970 997 15
440 692 9
1413 1495 52
1061 1807 26
331 441 42
492 1392 13
758 1529 27
975 1701 68
1161 1290 57
506 1751 16
669 1634 19
272 1778 27
827 1201 39
796 1116 81
92 1318 69
74 935 85
698 1421 100
506 642 44
363 1850 97
125 1324 32
993 1301 48
1134 1669 71
251 1153 86
405 685 26
839 1065 88
350 1182 22
323 858 49
132 1647 62
1465 1670 29
311 1251 14
152 569 41
1515 1652 35
53 63 76
280 989 95
154 689 32
481 997 41
322 1652 42
530 881 69
1109 1782 68
280 415 88
116 1196 8
32 1291 7
165 1344 85
1587 1717 5
566 1795 78
963 1757 40
56 533 65
156 1621 95
128 1191 74
292 1788 32
703 1522 73
130 1534 7
469 1419 57
39 930 82
147 469 82
608 771 33
823 1420 41
576 589 55
400 1694 64
13 1320 12
439 1302 52
926 1081 76
698 786 11
449 1183 38
325 775 51
85 973 41
729 1265 83
809 1147 3
1041 1233 92
628 1854 42
446 1151 17
1314 1622 49
116 1737 43
1513 1851 94
79 1201 31
1618 1626 5
1173 1714 36
852 1397 63
183 488 32
978 1204 89
860 1722 42
643 1299 80
309 653 51
497 1363 32
151 1047 7
480 617 68
253 1682 6
739 963 17
1651 1791 74
388 924 5
955 1721 67
1380 1446 49
529 751 56
1009 1274 60
423 1375 7
918 1668 30
203 1609 100
416 1346 38
1084 1563 4
346 1776 89
719 1528 19
372 1137 78
1580 1653 80
698 1058 28
326 601 73
487 1551 50
616 1255 6
368 949 11
586 686 58
77 1686 78
1421 1660 92
708 1372 45
578 1124 94
831 1235 83
158 1050 69
599 1391 35
1103 1824 97
1394 1601 32
1757 1859 43
750 1187 89
398 778 90
79 853 35
1006 1773 46
636 1519 60
455 1381 92
663 1581 99
826 1302 82
109 1382 13
1666 1733 49
918 1517 11
110 722 39
248 1081 71
39 1516 53
684 1395 32
401 1245 38
457 1014 30
1009 1560 59
314 1223 42
1186 1450 18
19 72 39
688 1287 72
61 482 80
599 997 36
1264 1315 49
1544 1622 80
538 1183 65
211 826 63
696 1263 32
1033 1662 13
426 943 18
388 1659 83
255 851 86
1340 1538 65
954 1335 73
151 1774 72
365 1427 10
152 932 55
385 1304 14
784 1246 71
270 1764 42
463 938 31
468 1214 4
278 1510 80
877 1537 49
88 648 5
357 1775 2
887 1142 20
1114 1216 66
827 1559 34
374 796 60
279 478 81
78 888 3
990 1499 100
846 1507 95
1067 1724 20
60 199 27
71 830 82
35 1384 26
420 1365 41
1042 1270 12
435 462 76
863 1372 45
1190 1762 74
1030 1138 56
166 1429 11
784 1157 83
1068 1417 89
426 1822 76
192 571 34
307 501 72
542 804 33
294 1286 41
1383 1443 71
278 1138 72
1250 1519 8
498 650 96
361 570 20
279 726 92
570 1375 28
303 1606 42
824 1373 38
1192 1321 98
274 581 7
511 1455 39
952 1433 73
524 550 7
779 1070 39
1355 1525 9
490 1176 18
637 1565 16
264 544 67
1087 1404 72
939 1411 28
1317 1835 19
427 1596 25
701 1121 96
465 981 61
267 1615 94
24 563 96
1203 1812 74
718 1460 90
488 1490 51
1066 1423 59
1136 1556 52
9 525 1
426 1769 21
403 1109 1
425 898 37
654 1167 21
197 1747 78
1108 1291 45
1430 1825 11
131 381 22
15 1721 85
785 1165 47
1176 1599 39
1106 1608 72
417 1144 20
237 1142 9
440 1513 24
514 1219 66
172 1181 99
307 1472 88
401 699 57
108 1147 13
499 619 69
285 1055 18
1501 1580 62
614 1714 64
931 1529 6
10 1296 48
418 890 42
13 1088 29
871 981 95
634 1743 7
1137 1768 74
125 292 11
660 1224 72
1213 1649 38
322 1639 100
1461 1564 82
1120 1635 68
1151 1842 6
368 587 65
1075 1804 18
10 728 67
715 1833 50
1034 1472 27
194 395 54
1464 1530 38
268 1353 71
1434 1575 27
109 1025 61
669 1223 79
951 1710 23
641 1271 23
47 311 59
1312 1851 78
1323 1686 80
280 623 9
628 1240 52
12 1198 23
425 609 76
1157 1351 94
797 915 31
1523 1806 71
754 858 98
104 1382 40
807 1130 14
1093 1721 30
873 1817 29
390 1284 30
821 930 72
950 1295 47
31 244 88
548 777 1
1227 1652 86
820 1843 35
710 745 28
409 1410 27
479 1276 80
795 1158 21
263 432 76
483 1394 42
975 1220 41
1565 1678 71
674 727 61
467 1476 65
673 946 78
520 1685 3
167 334 26
68 1096 98
958 1395 43
240 909 79
347 1468 76
1693 1747 8
73 160 15
895 1655 94
336 1539 63
276 393 58
400 420 40
1114 1711 3
31 745 97
91 816 9
1521 1717 1
231 652 68
573 1637 50
223 306 18
1452 1476 88
985 1741 96
1192 1224 35
505 536 53
574 1712 100
719 1782 37
1496 1554 77
408 1537 24
1144 1740 92
251 1502 54
1180 1356 98
100 1629 65
584 1023 28
533 1696 38
109 283 37
646 1604 9
140 795 57
1029 1034 76
191 1670 28
12 855 85
565 1326 39
786 1045 68
498 781 58
1464 1824 72
890 1026 96
1534 1540 76
289 1307 51
1173 1484 27
108 547 35
6 1824 72
1314 1346 71
87 527 60
502 869 22
903 1304 66
193 212 66
7 1381 7
387 1016 38
291 1334 44
453 660 59
139 166 80
8 189 57
520 688 92
893 1624 66
14 1272 51
84 1409 96
905 977 96
509 638 59
570 1237 71
86 761 40
696 1083 24
129 319 33
75 343 75
447 1003 37
325 1576 10
1156 1493 44
1339 1452 91
190 1110 65
881 980 69
4 751 50
1064 1736 15
166 384 59
619 804 20
235 1603 11
208 1504 41
1123 1336 1
1339 1656 77
258 1753 38
934 1750 35
1058 1390 28
249 802 2
74 778 45
378 1832 72
30 437 44
442 1714 66
573 1116 84
667 1124 40
458 463 87
1324 1787 36
601 1835 38
1099 1111 72
652 1193 56
1648 1672 54
463 1774 66
904 1006 19
712 1213 53
1441 1657 70
61 819 54
1108 1272 96
1051 1520 7
523 1543 66
1267 1584 20
827 1081 93
773 862 35
1234 1619 16
379 589 19
848 1855 18
380 1428 98
183 1574 21
325 962 60
1463 1775 36
242 796 13
1120 1133 28
1016 1672 31
207 574 15
1196 1699 24
830 1403 40
793 1470 40
477 1446 1
168 213 34
495 1616 17
751 974 4
306 1415 20
727 1550 56
363 934 100
436 484 55
1239 1254 16
256 714 28
463 1808 32
55 522 44
201 1388 96
361 1361 1
505 702 77
164 977 61
1675 1829 71
1786 1799 66
159 1817 44
1339 1679 7
78 1605 55
1303 1598 38
492 1101 58
903 989 13
168 1125 74
732 1766 79
511 1427 41
1427 1491 66
144 949 95
416 1824 55
356 1143 92
471 1330 96
1476 1762 68
274 1271 86
263 505 81
306 1229 91
369 982 22
937 1720 54
485 808 53
567 1594 48
