320 300
0 252 1
0 131 1
0 95 1
0 291 1
0 289 1
0 14 1
0 197 1
0 29 1
0 126 1
0 133 1
0 1 1
0 170 1
0 39 1
0 311 1
0 229 1
0 36 1
0 108 1
130 319 1
152 319 1
83 319 1
201 319 1
182 319 1
167 319 1
104 319 1
63 319 1
76 319 1
54 319 1
212 319 1
62 319 1
194 319 1
247 319 1
257 319 1
93 319 1
37 319 1
150 163 37
311 102 4
144 266 86
257 184 64
228 269 9
165 131 36
210 255 61
222 36 83
148 154 22
165 132 17
185 15 31
280 216 17
221 272 10
91 304 71
170 158 10
149 109 32
189 153 91
58 278 70
138 23 87
105 112 56
238 83 41
295 213 82
307 16 95
56 141 75
106 51 34
207 148 69
99 38 5
115 206 59
24 114 21
19 20 50
191 2 98
276 138 90
23 316 61
229 246 18
128 146 44
148 121 8
44 53 96
171 82 58
215 299 66
272 270 11
244 135 7
233 91 4
249 74 12
237 190 99
177 258 20
2 134 52
91 212 19
94 154 10
295 114 81
207 150 95
304 70 68
264 191 79
14 301 71
186 212 40
155 201 41
216 20 76
246 50 46
12 247 59
137 249 85
66 274 28
134 30 64
4 300 40
182 122 85
125 290 24
290 18 10
99 71 53
249 266 80
114 211 55
208 108 98
196 50 47
123 14 80
221 32 43
148 37 73
84 237 78
265 78 62
299 43 51
95 27 22
218 226 28
232 290 47
60 67 92
271 246 96
308 12 33
166 122 27
11 289 16
216 217 82
307 312 32
308 191 87
246 253 21
220 200 19
86 166 44
0 303 29
299 129 10
212 232 44
52 233 63
209 235 90
222 306 77
42 255 25
288 205 15
155 0 83
110 96 5
106 104 27
193 291 79
83 140 4
254 157 13
219 112 33
21 292 24
22 195 87
47 122 42
2 311 54
93 9 98
74 46 6
25 226 71
122 318 80
178 137 70
39 212 13
113 287 80
40 234 70
298 245 60
73 281 26
229 129 62
159 149 77
269 165 56
85 68 94
174 203 58
254 66 78
154 312 40
144 118 48
297 259 53
92 292 100
77 273 96
157 236 19
314 110 58
12 305 26
211 252 86
292 109 94
67 65 91
97 185 31
82 138 14
174 224 100
225 309 60
2 308 49
246 13 87
201 174 53
73 262 99
68 229 66
114 141 62
248 159 41
284 95 30
209 185 94
75 188 19
17 243 8
253 78 58
122 301 16
38 164 88
281 300 85
237 250 73
65 113 68
319 112 97
256 307 3
169 112 42
183 5 88
37 232 24
71 286 76
5 243 4
314 295 97
158 245 24
124 51 83
239 61 19
201 222 95
17 75 34
297 83 79
42 234 42
14 28 34
15 204 50
65 272 86
37 205 74
180 121 73
115 171 70
252 270 80
182 58 51
65 317 99
73 155 32
8 2 4
285 275 21
138 281 4
143 245 70
93 218 32
286 287 78
106 286 74
74 157 2
176 84 57
150 7 37
126 297 8
144 165 12
81 256 50
103 228 78
159 218 50
183 77 2
132 139 77
311 240 13
288 217 62
7 9 44
306 218 38
49 314 28
210 186 80
58 127 48
90 185 68
34 55 87
85 46 7
316 25 79
96 53 71
259 190 54
232 307 71
61 256 28
0 54 36
71 39 48
91 238 38
213 99 39
213 139 71
103 275 92
280 128 3
124 129 49
153 62 82
18 139 94
87 75 1
155 42 97
279 8 64
172 270 16
33 136 12
42 130 96
179 242 98
161 58 94
318 129 7
139 261 45
286 212 38
188 114 56
68 272 17
160 282 61
50 314 58
142 276 61
230 70 76
86 300 16
18 284 62
113 46 31
21 45 89
253 149 33
139 296 99
182 264 32
252 175 82
292 196 53
3 258 73
165 195 87
223 311 80
251 96 65
233 262 84
102 92 43
242 245 18
226 174 78
302 112 78
45 170 44
165 197 88
15 278 74
153 275 67
76 63 17
41 58 18
235 65 92
