1740 1000
0 8 97
8 40 46
40 57 83
57 67 35
67 69 98
69 200 67
200 280 47
280 281 12
281 305 66
305 333 62
333 342 5
342 355 64
355 373 45
373 419 74
419 492 4
492 509 92
509 588 48
588 598 85
598 602 75
602 606 59
606 608 89
608 630 77
630 641 100
641 659 61
659 674 98
674 677 46
677 691 85
691 695 54
695 842 67
842 912 89
912 921 83
921 941 15
941 1139 62
1139 1155 97
1155 1184 90
1184 1218 51
1218 1220 27
1220 1292 56
1292 1365 4
1365 1381 93
1381 1426 13
1426 1434 18
1434 1452 75
1452 1468 40
1468 1488 57
1488 1495 74
1495 1530 33
1530 1547 82
1547 1549 19
1549 1593 100
1593 1617 28
1617 1640 94
1640 1644 81
1644 1652 8
1652 1679 39
1679 1739 18
957 1045 38
359 1636 10
846 1311 82
667 1381 30
447 1050 21
5 1643 18
399 1079 89
412 1329 53
847 957 46
443 1163 25
589 622 59
38 1458 68
832 844 90
188 1739 70
308 510 1
856 860 1
1234 1580 12
376 557 27
1278 1402 19
57 696 59
163 176 19
80 366 68
383 1385 29
1138 1279 71
1366 1557 13
213 1088 93
700 1291 49
180 1047 80
219 1670 7
519 607 1
73 230 47
987 1153 4
690 1543 74
1356 1697 53
1346 1641 79
886 1553 8
1094 1709 27
1068 1336 11
197 1573 68
1 524 84
592 885 33
266 808 78
224 516 68
240 949 54
4 52 65
286 1391 99
413 643 61
343 1007 94
152 446 62
503 1090 28
970 1652 56
36 1316 63
1534 1536 80
1181 1303 37
331 739 58
3 649 67
605 1682 28
532 803 12
1114 1334 74
613 880 61
323 1646 35
38 1292 24
52 1441 96
300 1550 23
185 870 52
196 728 24
321 1074 16
313 545 35
299 754 33
355 1327 23
286 320 48
1193 1402 39
469 632 7
1031 1225 20
6 553 81
129 139 18
3 1528 4
254 355 56
344 760 31
1412 1631 99
562 827 31
1065 1226 4
459 1220 14
289 872 82
702 1685 39
432 1101 58
447 1322 20
518 1512 42
785 1725 17
731 1099 42
60 485 26
660 1229 91
550 1286 96
980 1240 42
895 1647 38
1442 1609 52
857 1621 22
405 822 76
297 1328 13
164 1148 65
698 1649 52
876 1735 57
396 1637 21
193 1196 90
815 1450 2
168 846 94
656 1160 29
1309 1693 65
235 1732 44
682 1579 6
170 891 71
296 676 70
367 890 90
143 447 30
110 788 38
527 943 94
1215 1536 46
594 907 94
862 1557 62
425 1181 63
1425 1635 69
104 610 42
542 1145 32
488 801 80
502 1297 35
627 1395 7
110 1548 58
1160 1511 35
665 1280 18
198 566 73
593 1267 87
939 1192 61
266 298 1
260 1433 97
299 654 83
100 415 14
941 945 42
342 1582 54
1258 1478 31
548 571 13
936 1477 59
164 403 88
1274 1315 20
908 1540 71
112 648 89
241 977 63
21 1035 68
235 855 57
415 483 66
329 464 73
1416 1525 5
995 1600 3
133 1295 14
981 1428 80
246 1370 28
359 617 95
754 1479 21
3 1642 8
308 1622 88
1035 1209 85
49 1560 51
1319 1735 94
732 1584 53
282 1637 87
545 1067 72
1461 1535 30
866 949 16
786 792 78
196 1226 82
164 1328 9
86 1031 66
866 1400 66
53 579 25
497 816 74
628 1480 94
834 1413 22
878 1508 86
70 853 7
1060 1341 89
91 665 76
75 1457 20
44 77 88
815 1088 79
79 997 84
1159 1452 15
1140 1432 16
404 1430 23
44 1213 46
416 1236 96
1124 1698 96
13 66 66
638 1593 42
956 1087 34
381 1612 9
1067 1254 12
274 523 25
440 816 87
1047 1385 35
115 303 71
91 276 45
672 1033 92
1174 1581 43
419 1317 14
537 1353 47
1370 1395 54
367 1406 4
232 1545 28
928 1721 19
530 902 60
798 1334 75
39 1480 90
1324 1659 53
1229 1240 37
337 1262 70
1309 1350 62
835 989 84
142 1008 49
266 607 60
800 1170 81
202 928 83
610 850 23
967 1185 55
206 368 64
291 1526 46
262 1049 1
1374 1682 82
586 1444 29
54 1416 63
73 572 34
259 821 52
465 1678 87
579 1546 49
794 864 36
609 626 50
741 909 38
577 748 80
322 1093 66
44 1037 7
1364 1724 10
671 713 94
200 1208 41
1438 1458 10
803 1432 20
640 1691 45
944 945 34
422 657 91
681 1012 47
301 1552 38
1681 1688 20
811 888 44
876 1615 8
1514 1599 74
431 1039 9
230 620 46
388 560 90
993 1528 95
535 1370 89
46 648 51
129 988 16
26 1136 64
197 702 2
301 1177 18
629 1260 79
561 1643 92
878 980 39
693 779 84
549 1239 24
1528 1721 30
438 1244 36
655 1233 82
204 775 47
1563 1709 3
913 978 88
225 1698 20
1133 1186 93
744 1550 15
613 1612 81
1195 1411 2
1145 1660 43
1005 1462 50
498 673 50
561 948 77
685 1090 61
697 1666 23
749 1172 10
400 801 53
127 1685 1
1092 1094 11
308 679 42
554 741 99
1284 1552 2
1267 1469 28
163 608 84
122 1110 44
164 230 23
73 997 67
563 1051 8
797 855 38
248 570 98
1110 1294 96
1079 1085 94
358 841 25
992 1526 71
370 888 73
550 721 8
445 651 26
996 1156 28
815 1086 91
337 974 25
141 599 67
965 1112 53
185 263 94
1035 1636 99
1599 1664 42
28 1150 73
335 1572 42
521 1078 71
1400 1640 59
120 274 75
128 1729 96
240 1669 15
955 1625 35
745 791 25
112 1730 2
672 1600 46
724 1442 27
340 1391 87
448 483 49
187 1339 39
804 937 37
1335 1532 99
1415 1690 74
805 979 95
165 1292 23
901 1408 63
1218 1355 46
806 1266 29
650 732 70
242 1398 58
173 1570 4
47 287 1
1359 1400 29
400 613 40
857 1626 79
150 1429 44
576 1295 37
1128 1684 81
932 1331 63
631 1044 78
561 733 46
17 256 76
534 1332 87
212 739 19
1276 1548 54
52 831 32
378 704 23
411 623 96
218 1383 64
408 1545 64
861 1181 1
82 307 1
427 1334 79
217 736 2
407 1036 21
712 971 40
857 1012 62
573 1267 96
686 1680 52
294 500 19
1022 1077 78
294 1233 90
46 1204 61
1290 1566 80
962 1166 39
355 1692 47
1087 1276 93
959 1734 87
193 468 78
483 1383 60
863 1495 57
938 1103 35
19 1625 6
718 1502 25
834 1312 34
1233 1561 1
867 1479 28
206 1138 42
401 518 55
1018 1436 84
290 1498 55
453 547 71
198 322 44
12 1602 70
697 1112 88
466 1621 75
435 1019 62
902 1710 43
85 630 81
872 1276 74
654 1172 40
285 1163 50
1313 1348 8
45 1088 36
414 1599 34
348 1105 54
954 1296 14
818 1215 42
101 473 25
54 175 76
17 1076 86
247 1544 37
112 1581 72
1225 1707 23
140 1203 62
1326 1405 66
1168 1560 97
210 350 32
1314 1558 28
52 772 35
404 1672 61
641 780 55
422 1693 89
32 1034 33
57 145 16
86 1083 9
287 788 44
720 1625 63
1437 1612 40
326 1405 54
815 934 59
890 1583 8
1498 1714 60
543 683 72
170 553 22
447 1413 73
54 892 69
1170 1311 57
322 1609 49
239 955 26
834 1178 26
75 1168 72
1362 1688 91
1241 1644 67
1085 1213 65
287 1380 59
1108 1183 8
670 1306 56
671 816 52
14 1033 80
27 1617 34
1236 1419 52
889 1590 80
957 1404 39
830 986 41
949 1125 38
1378 1499 87
50 1718 66
625 994 11
1314 1718 49
1442 1688 48
583 889 24
359 1611 24
21 329 21
1438 1701 7
52 1602 45
66 173 32
1058 1285 45
542 940 41
978 1537 28
557 1662 77
366 736 73
956 1657 70
1123 1668 22
25 1199 34
620 1124 91
255 1242 84
498 581 34
293 1523 39
818 1036 55
623 1496 31
360 772 89
723 1100 1
900 1257 70
569 910 2
1230 1472 4
307 1316 34
519 1313 92
1227 1266 50
1 409 61
248 581 19
743 1240 62
1102 1238 91
1100 1313 59
458 1097 89
346 945 37
365 1004 50
74 1240 61
286 1139 73
1081 1707 8
252 783 78
1501 1529 83
1366 1714 82
579 1565 55
1088 1475 68
818 1733 83
1480 1593 30
1331 1512 23
1077 1224 100
1471 1544 96
585 1009 18
88 295 53
1208 1536 59
1637 1726 89
712 1155 71
909 1510 48
1160 1577 79
457 670 14
178 964 37
166 670 2
312 1181 35
408 1169 51
622 1601 10
250 418 48
56 593 70
270 396 53
1228 1626 83
740 1679 10
75 881 20
606 1732 51
465 1586 54
1114 1233 72
970 1464 84
1435 1529 51
1257 1718 98
9 280 96
1000 1581 74
53 897 8
24 420 34
269 1153 93
421 1299 25
239 1472 78
235 928 61
6 1039 78
1061 1070 36
1268 1699 18
1153 1502 76
1175 1356 75
784 1734 78
543 1534 56
1187 1293 95
1609 1668 73
665 1640 91
29 1314 54
614 1387 10
4 401 80
600 1376 39
374 1096 23
63 1079 28
287 1651 39
465 942 21
97 651 71
644 1427 63
527 927 99
203 733 87
185 537 88
949 1699 82
191 230 23
115 1377 45
505 645 80
330 1475 4
441 968 93
393 1245 42
753 794 57
190 1418 46
362 943 55
369 806 95
1272 1273 88
180 1427 55
1477 1732 87
894 980 36
543 1696 19
953 1572 13
889 1484 27
766 1501 12
667 1091 57
294 321 47
55 1252 68
259 976 59
1049 1239 60
651 921 72
1185 1628 37
1600 1618 85
600 1179 41
926 1500 69
865 1537 57
56 1495 89
1011 1109 93
1242 1476 62
1545 1707 54
1001 1506 2
815 1591 41
525 1521 86
771 1018 75
695 1067 85
399 1184 66
231 533 55
522 795 47
260 899 100
370 737 25
830 964 94
174 698 43
263 709 39
738 1302 20
249 401 58
409 1692 38
1021 1466 89
9 1187 42
828 1409 7
382 1604 26
686 1542 81
176 362 92
1351 1608 5
8 126 97
410 1539 22
342 1409 42
394 1212 20
112 931 68
777 920 29
800 1267 3
106 1663 14
396 511 66
1021 1649 91
929 1327 7
584 1487 36
309 1730 80
704 1419 89
606 860 49
0 1359 71
592 1250 9
1068 1677 58
110 476 42
430 772 77
1381 1560 87
222 1370 55
323 1441 65
665 835 46
113 685 68
445 487 92
520 990 3
1197 1399 16
138 172 25
416 436 19
24 1230 57
1499 1692 80
264 575 1
130 1396 28
1020 1097 80
61 631 73
405 908 72
151 1575 60
546 1669 86
58 285 58
314 500 51
1104 1180 89
721 1343 28
1673 1739 17
781 1252 39
173 1656 52
496 1581 34
567 822 39
300 1182 16
195 958 63
1034 1357 100
469 575 100
1450 1636 21
360 732 94
520 687 3
179 1416 28
503 1113 42
1479 1735 48
792 795 7
88 758 100
1086 1314 63
420 887 34
283 987 53
1261 1647 2
894 1620 76
514 655 18
675 966 8
831 898 29
153 739 78
319 1461 5
103 300 82
436 573 100
752 1013 51
66 1051 99
874 1232 83
939 1191 15
793 1689 8
303 817 18
619 1363 52
85 1218 86
311 832 12
231 1101 75
710 1332 99
