3520 1000
0 22 58
22 33 3
33 51 60
51 62 68
62 66 48
66 75 74
75 79 82
79 90 42
90 95 80
95 98 16
98 104 58
104 127 82
127 134 71
134 143 88
143 146 74
146 149 32
149 157 17
157 173 33
173 179 99
179 186 28
186 192 49
192 218 96
218 226 71
226 240 15
240 256 36
256 262 95
262 267 78
267 270 60
270 274 25
274 285 91
285 287 78
287 299 100
299 302 58
302 309 16
309 310 93
310 316 10
316 319 74
319 323 30
323 331 79
331 334 39
334 344 22
344 353 79
353 357 68
357 358 60
358 364 62
364 366 2
366 371 59
371 376 6
376 400 10
400 432 35
432 435 22
435 445 32
445 446 93
446 448 53
448 450 68
450 452 34
452 454 67
454 455 62
455 459 23
459 478 76
478 484 64
484 506 60
506 511 37
511 549 17
549 567 46
567 581 78
581 593 81
593 611 62
611 614 9
614 622 24
622 623 28
623 643 14
643 658 100
658 659 36
659 662 5
662 685 22
685 688 70
688 691 96
691 702 11
702 704 71
704 706 81
706 733 92
733 738 48
738 746 99
746 765 32
765 768 61
768 775 54
775 779 52
779 783 34
783 815 66
815 826 78
826 838 51
838 840 11
840 843 99
843 861 14
861 866 62
866 885 74
885 892 59
892 895 63
895 898 36
898 911 79
911 916 22
916 919 28
919 931 10
931 932 60
932 939 46
939 942 93
942 945 99
945 958 36
958 966 35
966 973 13
973 983 87
983 997 24
997 1010 17
1010 1020 44
1020 1023 88
1023 1035 16
1035 1054 23
1054 1091 82
1091 1103 86
1103 1108 53
1108 1119 1
1119 1129 68
1129 1131 10
1131 1142 5
1142 1161 48
1161 1162 4
1162 1165 100
1165 1184 6
1184 1185 15
1185 1188 100
1188 1189 91
1189 1203 35
1203 1206 29
1206 1207 61
1207 1209 12
1209 1222 2
1222 1223 71
1223 1233 35
1233 1247 25
1247 1255 12
1255 1257 31
1257 1259 5
1259 1272 78
1272 1276 66
1276 1302 59
1302 1319 75
1319 1336 54
1336 1364 44
1364 1378 17
1378 1401 6
1401 1406 3
1406 1414 37
1414 1446 40
1446 1459 31
1459 1464 64
1464 1484 56
1484 1490 22
1490 1492 54
1492 1510 67
1510 1556 96
1556 1583 77
1583 1586 28
1586 1588 79
1588 1590 38
1590 1603 27
1603 1625 11
1625 1636 98
1636 1660 97
1660 1664 62
1664 1695 44
1695 1725 77
1725 1727 18
1727 1732 51
1732 1742 12
1742 1745 27
1745 1772 14
1772 1781 72
