3560 1000
0 29 11
29 60 76
60 79 24
79 112 61
112 118 3
118 173 100
173 186 86
186 216 78
216 219 66
219 223 34
223 257 76
257 277 75
277 329 64
329 341 8
341 347 35
347 367 93
367 384 46
384 415 37
415 418 28
418 427 99
427 440 5
440 443 55
443 456 24
456 462 45
462 485 58
485 490 75
490 492 38
492 501 71
501 524 26
524 542 78
542 565 60
565 579 59
579 587 99
587 588 33
588 628 71
628 664 14
664 671 24
671 698 82
698 700 87
700 702 48
702 724 27
724 737 42
737 783 95
783 792 45
792 802 17
802 823 36
823 894 72
894 931 35
931 934 28
934 942 45
942 963 48
963 970 85
970 980 92
980 982 95
982 985 5
985 993 13
993 1035 21
1035 1065 25
1065 1097 82
1097 1162 2
1162 1186 38
1186 1191 32
1191 1223 23
1223 1248 27
1248 1266 97
1266 1283 15
1283 1299 67
1299 1322 40
1322 1383 47
1383 1393 12
1393 1395 78
1395 1412 6
1412 1425 38
1425 1460 6
1460 1482 18
1482 1510 94
1510 1527 92
1527 1536 24
1536 1552 95
1552 1584 1
1584 1619 60
1619 1637 38
1637 1688 27
1688 1690 24
1690 1725 92
1725 1741 94
1741 1754 3
1754 1771 99
1771 1777 52
1777 1799 97
1799 1811 42
1811 1813 33
1813 1828 30
1828 1880 37
1880 1908 56
1908 1931 85
1931 1932 27
1932 1952 42
1952 1971 36
1971 1989 98
1989 2025 15
2025 2057 12
2057 2064 18
2064 2091 50
2091 2105 65
2105 2106 32
2106 2111 31
2111 2112 31
2112 2116 57
2116 2127 50
2127 2163 26
2163 2179 49
2179 2182 42
2182 2222 58
2222 2231 33
2231 2254 32
2254 2274 53
2274 2298 78
2298 2312 26
2312 2316 32
2316 2320 9
2320 2339 53
2339 2357 18
2357 2380 1
2380 2391 74
2391 2402 72
2402 2415 67
2415 2418 72
2418 2424 7
2424 2455 22
2455 2469 57
2469 2476 41
2476 2511 6
2511 2544 54
2544 2554 85
2554 2581 32
2581 2587 49
2587 2593 57
2593 2616 38
2616 2672 41
2672 2675 76
2675 2683 84
2683 2712 86
2712 2735 66
2735 2736 57
2736 2739 13
2739 2742 36
2742 2756 41
2756 2765 68
2765 2790 86
2790 2807 15
2807 2818 38
2818 2849 63
2849 2879 59
2879 2907 28
2907 2921 33
2921 2923 49
2923 2925 53
2925 2951 22
2951 2976 53
2976 2981 67
2981 3000 100
3000 3080 15
3080 3081 79
3081 3086 97
3086 3096 17
3096 3097 10
3097 3127 47
3127 3134 1
3134 3142 33
3142 3143 91
3143 3147 30
3147 3149 12
3149 3153 37
3153 3154 47
3154 3159 78
3159 3167 6
3167 3169 100
