500 1700
0 1 80
1 2 53
2 13 17
13 29 8
29 40 65
40 42 84
42 48 80
48 51 12
51 55 74
55 64 69
64 81 66
81 114 94
114 120 35
120 127 89
127 132 79
132 163 80
163 176 61
176 181 78
181 214 59
214 215 28
215 272 55
272 273 10
273 276 41
276 280 25
280 289 39
289 302 43
302 304 77
304 338 14
338 345 86
345 367 20
367 404 7
404 424 98
424 448 70
448 467 11
467 476 65
476 488 39
488 499 49
256 464 27
226 336 77
159 293 4
350 480 66
152 344 82
7 110 12
338 497 60
64 95 27
293 419 48
170 362 94
337 446 88
355 364 22
290 303 37
104 132 71
367 440 90
46 448 2
77 186 2
133 321 94
390 404 84
303 444 16
251 376 67
14 95 7
71 113 24
137 354 100
182 475 74
407 442 28
415 492 12
129 211 92
215 331 60
43 277 15
96 279 98
124 222 85
125 263 90
393 485 30
162 264 8
193 256 91
112 246 83
311 425 28
10 35 44
108 258 77
366 383 79
348 441 50
209 250 69
135 327 78
130 224 69
6 359 27
149 202 13
200 220 56
33 221 51
32 403 48
173 419 17
233 457 86
138 173 74
84 164 95
86 481 89
49 84 57
79 105 49
197 372 33
327 439 7
214 460 74
0 372 64
63 411 55
336 338 74
41 242 2
415 430 19
258 415 89
20 238 83
426 430 77
34 499 47
181 308 34
181 459 78
23 193 82
14 491 3
11 425 100
85 242 86
176 431 48
270 486 56
39 372 81
77 231 84
253 397 41
15 29 70
1 376 76
341 371 45
49 240 63
172 279 66
85 417 79
163 325 100
10 349 20
164 471 68
33 438 10
130 148 39
257 289 5
419 454 28
414 489 90
41 330 34
52 375 54
28 217 84
311 495 48
265 288 82
59 316 30
104 212 87
325 434 34
5 18 12
17 324 56
270 363 70
195 204 76
47 487 62
36 40 14
255 402 12
75 186 81
227 348 68
255 422 34
193 381 76
14 298 29
112 363 74
59 211 76
82 247 7
164 171 39
372 392 62
278 448 39
175 275 91
297 416 30
145 169 61
83 240 61
280 493 52
171 305 70
148 417 82
107 456 13
85 126 69
296 418 30
199 472 76
113 136 2
135 288 98
284 320 21
121 350 72
473 478 25
173 254 10
67 475 39
99 238 14
265 286 28
24 376 64
197 296 15
73 308 52
20 269 12
74 223 32
92 408 81
13 373 47
247 433 2
141 419 42
218 374 23
68 452 48
162 492 92
220 492 62
146 364 93
98 242 78
14 353 39
310 466 12
117 121 73
212 217 96
177 445 93
15 17 84
218 266 25
281 464 18
73 143 63
276 419 50
113 417 37
17 64 14
64 290 91
65 189 9
49 447 30
225 309 62
375 465 99
339 389 13
361 424 55
195 208 56
123 364 40
297 381 85
21 480 68
314 476 37
375 380 29
147 421 93
104 399 14
380 392 13
378 379 55
271 390 23
121 389 80
218 245 93
118 337 97
412 430 67
86 377 11
113 193 17
243 279 22
69 436 95
366 470 28
289 348 22
159 406 16
273 282 38
175 181 5
5 445 48
311 372 84
116 167 97
28 312 74
452 490 17
281 311 29
214 483 1
34 206 25
316 418 18
278 465 51
205 293 44
125 316 33
331 355 95
14 43 45
17 214 66
70 411 12
149 413 41
283 296 8
156 474 25
91 141 61
19 310 35
178 456 63
326 389 84
331 338 55
327 406 98
233 493 52
361 390 44
267 414 91
139 376 80
131 361 17
45 490 71
131 441 83
238 351 87
259 481 45
128 185 95
90 240 20
11 83 96
149 300 33
359 499 57
137 222 67
0 478 12
274 494 81
67 428 97
148 186 40
289 295 49
475 492 6
176 348 28
0 15 93
87 98 1
168 402 61
221 498 78
196 417 88
222 227 19
264 499 96
233 296 11
29 152 89
82 379 13
119 285 80
226 258 6
36 329 78
